Conversion_ID,Order_ID,Order_Date,Country,Channel,Campaign_ID,Campaign_Name,Customer_ID,Conversion_Type,Attributed_Revenue
CONV-009906,ORD-022556,2025-02-25,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,CUST-014135,Purchase,2170.56
CONV-009907,ORD-027752,2025-05-11,Spain,Google Ads,CAMP-ES-GGL-043,Home Decor Search ES,CUST-018186,Purchase,567.41
CONV-009908,ORD-017571,2025-02-14,France,Direct,,,CUST-015270,Purchase,110.02
CONV-009909,ORD-029430,2025-09-10,Spain,Google Ads,CAMP-ES-GGL-036,Furniture Search ES,CUST-013926,Purchase,504.95
CONV-009910,ORD-021984,2025-11-09,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-002915,Assisted Purchase,171.93
CONV-009911,ORD-023095,2025-08-01,Portugal,Meta Ads,CAMP-PT-MTA-025,Summer Living PT,CUST-010451,Purchase,304.99
CONV-009912,ORD-022944,2025-12-30,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-012557,Purchase,865.44
CONV-009913,ORD-019243,2025-03-16,Spain,Direct,,,CUST-007393,Assisted Purchase,3100.03
CONV-009914,ORD-016071,2025-09-26,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,CUST-004388,Purchase,2026.98
CONV-009915,ORD-017887,2025-03-31,France,Organic Search,,,CUST-018554,Purchase,1922.77
CONV-009916,ORD-029520,2025-11-10,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-017612,Purchase,2090.75
CONV-009917,ORD-030124,2025-06-28,France,Google Ads,CAMP-FR-GGL-010,Home Decor Search FR,CUST-001096,Purchase,433.68
CONV-009918,ORD-021336,2025-12-08,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-007823,Purchase,1225.55
CONV-009919,ORD-015707,2025-05-15,France,Google Ads,CAMP-FR-GGL-034,Furniture Search FR,CUST-003796,Purchase,3427.38
CONV-009920,ORD-020471,2025-04-08,Spain,Direct,,,CUST-005763,Purchase,652.93
CONV-009921,ORD-015888,2025-11-27,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,CUST-005967,Assisted Purchase,301.09
CONV-009922,ORD-025791,2025-12-07,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-000510,Purchase,241.60
CONV-009923,ORD-018590,2025-11-22,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-012662,Purchase,1340.65
CONV-009924,ORD-018147,2025-12-29,Portugal,Meta Ads,CAMP-PT-MTA-044,Christmas Inspiration PT,CUST-016049,Purchase,616.27
CONV-009925,ORD-017917,2025-01-10,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,CUST-006903,Purchase,894.28
CONV-009926,ORD-029003,2025-03-11,France,Organic Search,,,CUST-003631,Assisted Purchase,1018.21
CONV-009927,ORD-021815,2025-05-22,France,Organic Search,,,CUST-014753,Purchase,354.04
CONV-009928,ORD-023346,2025-12-11,Spain,Google Ads,CAMP-ES-GGL-049,Christmas Search ES,CUST-011194,Purchase,397.16
CONV-009929,ORD-024409,2025-06-06,France,Email Marketing,CAMP-FR-EML-042,Newsletter FR,CUST-019879,Purchase,330.41
CONV-009930,ORD-028269,2025-09-20,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,CUST-004758,Assisted Purchase,820.87
CONV-009931,ORD-020029,2025-08-22,Spain,Google Ads,CAMP-ES-GGL-043,Home Decor Search ES,CUST-006943,Purchase,516.85
CONV-009932,ORD-028156,2025-04-26,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,CUST-005576,Purchase,623.71
CONV-009933,ORD-020047,2025-03-16,France,Google Ads,CAMP-FR-GGL-010,Home Decor Search FR,CUST-014509,Purchase,146.12
CONV-009934,ORD-017238,2025-06-09,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,CUST-013637,Purchase,612.81
CONV-009935,ORD-022978,2025-01-13,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,CUST-007931,Assisted Purchase,474.18
CONV-009936,ORD-029299,2025-12-17,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-008706,Purchase,207.90
CONV-009937,ORD-023772,2025-12-19,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-002153,Purchase,430.39
CONV-009938,ORD-029456,2025-05-06,Spain,Email Marketing,CAMP-ES-EML-023,Newsletter ES,CUST-006236,Purchase,190.98
CONV-009939,ORD-029493,2025-08-03,France,Google Ads,CAMP-FR-GGL-034,Furniture Search FR,CUST-003979,Purchase,663.12
CONV-009940,ORD-014212,2025-09-26,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-009607,Purchase,1414.56
CONV-009941,ORD-021007,2025-09-19,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,CUST-011263,Purchase,803.60
CONV-009942,ORD-020065,2025-05-12,France,Organic Search,,,CUST-018776,Purchase,485.46
CONV-009943,ORD-024008,2025-08-13,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,CUST-008934,Purchase,226.08
CONV-009944,ORD-030439,2025-10-01,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,CUST-018186,Purchase,1631.73
CONV-009945,ORD-017974,2025-06-25,Spain,Meta Ads,CAMP-ES-MTA-029,Summer Living ES,CUST-011041,Purchase,1334.10
CONV-009946,ORD-015694,2025-09-20,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,CUST-003181,Purchase,578.97
CONV-009947,ORD-030338,2025-01-25,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,CUST-012541,Purchase,287.30
CONV-009948,ORD-017687,2025-12-14,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-019035,Purchase,2135.38
CONV-009949,ORD-022115,2025-07-11,Spain,Organic Search,,,CUST-005535,Assisted Purchase,1107.33
CONV-009950,ORD-030017,2025-12-12,Spain,Email Marketing,CAMP-ES-EML-015,Seasonal Promotion ES,CUST-015571,Purchase,279.51
CONV-009951,ORD-022984,2025-01-08,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-011882,Purchase,485.75
CONV-009952,ORD-029537,2025-09-24,Spain,Google Ads,CAMP-ES-GGL-036,Furniture Search ES,CUST-007084,Assisted Purchase,3536.20
CONV-009953,ORD-018841,2025-11-26,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-003317,Purchase,150.60
CONV-009954,ORD-013944,2025-02-02,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,CUST-007340,Purchase,719.37
CONV-009955,ORD-026400,2025-02-17,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,CUST-006580,Purchase,952.23
CONV-009956,ORD-018787,2025-04-18,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,CUST-014557,Assisted Purchase,729.96
CONV-009957,ORD-025545,2025-05-27,France,Email Marketing,CAMP-FR-EML-020,Loyal Customer Offer FR,CUST-005713,Purchase,635.44
CONV-009958,ORD-028852,2025-04-09,Spain,Organic Search,,,CUST-004068,Purchase,266.07
CONV-009959,ORD-024158,2025-04-13,France,Direct,,,CUST-005124,Purchase,2109.16
CONV-009960,ORD-021530,2025-07-04,Spain,Meta Ads,CAMP-ES-MTA-029,Summer Living ES,CUST-007550,Purchase,901.97
CONV-009961,ORD-027729,2025-11-03,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-014501,Purchase,180.63
CONV-009962,ORD-024405,2025-11-15,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-001631,Purchase,754.10
CONV-009963,ORD-013850,2025-06-25,Portugal,Google Ads,CAMP-PT-GGL-046,Home Decor Search PT,CUST-004593,Purchase,805.82
CONV-009964,ORD-017311,2025-12-20,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-019022,Purchase,1896.76
CONV-009965,ORD-019122,2025-05-27,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-015050,Purchase,949.15
CONV-009966,ORD-026649,2025-03-18,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,CUST-019517,Purchase,998.28
CONV-009967,ORD-023062,2025-09-21,France,Google Ads,CAMP-FR-GGL-034,Furniture Search FR,CUST-007452,Purchase,1495.39
CONV-009968,ORD-019082,2025-11-30,France,Email Marketing,CAMP-FR-EML-028,Product Launch FR,CUST-000322,Purchase,217.86
CONV-009969,ORD-015703,2025-09-03,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,CUST-006786,Purchase,573.98
CONV-009970,ORD-026282,2025-09-08,France,Direct,,,CUST-000247,Purchase,677.17
CONV-009971,ORD-016331,2025-04-25,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,CUST-006568,Purchase,869.77
CONV-009972,ORD-020793,2025-11-24,Spain,Google Ads,CAMP-ES-GGL-021,Black Friday Search ES,CUST-019456,Assisted Purchase,54.49
CONV-009973,ORD-022618,2025-11-07,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-002478,Purchase,315.32
CONV-009974,ORD-023424,2025-01-11,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,CUST-005804,Purchase,615.21
CONV-009975,ORD-029388,2025-05-09,France,Direct,,,CUST-004728,Purchase,381.45
CONV-009976,ORD-026192,2025-06-07,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-018313,Purchase,2094.78
CONV-009977,ORD-015391,2025-12-17,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-006227,Purchase,324.49
CONV-009978,ORD-029971,2025-11-16,France,Email Marketing,CAMP-FR-EML-028,Product Launch FR,CUST-005934,Purchase,1196.21
CONV-009979,ORD-023192,2025-03-25,Portugal,Email Marketing,CAMP-PT-EML-033,Newsletter PT,CUST-007804,Purchase,894.38
CONV-009980,ORD-015348,2025-05-07,France,Organic Search,,,CUST-006438,Purchase,2115.93
CONV-009981,ORD-030014,2025-12-06,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,CUST-010469,Purchase,1022.72
CONV-009982,ORD-016493,2025-03-24,France,Google Ads,CAMP-FR-GGL-034,Furniture Search FR,CUST-014894,Purchase,196.39
CONV-009983,ORD-015909,2025-11-08,France,Organic Search,,,CUST-015011,Purchase,995.42
CONV-009984,ORD-014020,2025-03-25,France,Organic Search,,,CUST-005287,Purchase,935.31
CONV-009985,ORD-023199,2025-11-15,France,Email Marketing,CAMP-FR-EML-042,Newsletter FR,CUST-019386,Purchase,891.65
CONV-009986,ORD-026891,2025-09-18,France,Email Marketing,CAMP-FR-EML-028,Product Launch FR,CUST-018739,Assisted Purchase,1498.47
CONV-009987,ORD-018334,2025-11-21,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-003751,Purchase,455.94
CONV-009988,ORD-024678,2025-07-11,France,Direct,,,CUST-014089,Assisted Purchase,558.73
CONV-009989,ORD-028620,2025-09-02,Portugal,Organic Search,,,CUST-008957,Purchase,1375.57
CONV-009990,ORD-014318,2025-06-12,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,CUST-016525,Purchase,496.16
CONV-009991,ORD-020356,2025-12-06,Portugal,Organic Search,,,CUST-001477,Purchase,337.88
CONV-009992,ORD-019391,2025-05-08,Spain,Email Marketing,CAMP-ES-EML-015,Seasonal Promotion ES,CUST-007941,Purchase,715.45
CONV-009993,ORD-016322,2025-06-24,Spain,Google Ads,CAMP-ES-GGL-013,Brand Search ES,CUST-011495,Purchase,595.12
CONV-009994,ORD-028702,2025-01-17,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,CUST-011841,Purchase,800.23
CONV-009995,ORD-022116,2025-08-19,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,CUST-016269,Purchase,893.03
CONV-009996,ORD-028951,2025-06-22,France,Organic Search,,,CUST-018855,Assisted Purchase,443.50
CONV-009997,ORD-013730,2025-11-21,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-016280,Purchase,1124.91
CONV-009998,ORD-027656,2025-11-24,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-000685,Purchase,944.38
CONV-009999,ORD-019447,2025-03-05,Portugal,Google Ads,CAMP-PT-GGL-046,Home Decor Search PT,CUST-009996,Purchase,484.84
CONV-010000,ORD-020380,2025-12-31,Portugal,Organic Search,,,CUST-009247,Purchase,805.93
CONV-010001,ORD-023459,2025-09-05,France,Organic Search,,,CUST-011575,Assisted Purchase,1215.47
CONV-010002,ORD-025280,2025-12-21,France,Organic Search,,,CUST-015138,Purchase,432.04
CONV-010003,ORD-022458,2025-04-07,France,Email Marketing,CAMP-FR-EML-042,Newsletter FR,CUST-007326,Purchase,746.99
CONV-010004,ORD-014742,2025-12-05,Spain,Email Marketing,CAMP-ES-EML-030,Product Launch ES,CUST-003182,Purchase,2178.56
CONV-010005,ORD-029444,2025-04-22,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,CUST-004268,Purchase,1087.17
CONV-010006,ORD-025979,2025-12-16,Portugal,Meta Ads,CAMP-PT-MTA-044,Christmas Inspiration PT,CUST-001938,Purchase,605.32
CONV-010007,ORD-016219,2025-10-18,Spain,Email Marketing,CAMP-ES-EML-030,Product Launch ES,CUST-013903,Purchase,2363.93
CONV-010008,ORD-028974,2025-11-18,Spain,Direct,,,CUST-002770,Purchase,2345.72
CONV-010009,ORD-021127,2025-06-10,France,Organic Search,,,CUST-017344,Purchase,1420.14
CONV-010010,ORD-028741,2025-01-31,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,CUST-011242,Purchase,722.15
CONV-010011,ORD-029621,2025-11-23,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-012412,Purchase,680.06
CONV-010012,ORD-024322,2025-04-09,France,Google Ads,CAMP-FR-GGL-010,Home Decor Search FR,CUST-005803,Assisted Purchase,387.52
CONV-010013,ORD-029296,2025-11-02,Spain,Meta Ads,CAMP-ES-MTA-045,Black Friday Campaign ES,CUST-009228,Purchase,892.67
CONV-010014,ORD-020559,2025-01-22,France,Direct,,,CUST-004556,Purchase,327.82
CONV-010015,ORD-023437,2025-09-02,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,CUST-009089,Purchase,1294.12
CONV-010016,ORD-014592,2025-12-29,Spain,Google Ads,CAMP-ES-GGL-049,Christmas Search ES,CUST-005699,Purchase,719.54
CONV-010017,ORD-026987,2025-10-15,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,CUST-001826,Purchase,215.86
CONV-010018,ORD-026936,2025-09-20,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,CUST-007917,Purchase,502.31
CONV-010019,ORD-022128,2025-02-05,Portugal,Google Ads,CAMP-PT-GGL-037,Furniture Search PT,CUST-011490,Purchase,1417.64
CONV-010020,ORD-023088,2025-11-15,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-007926,Purchase,667.51
CONV-010021,ORD-019778,2025-02-20,France,Organic Search,,,CUST-004233,Purchase,197.48
CONV-010022,ORD-014657,2025-05-06,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,CUST-009167,Purchase,529.61
CONV-010023,ORD-014921,2025-11-05,France,Email Marketing,CAMP-FR-EML-020,Loyal Customer Offer FR,CUST-016419,Purchase,1050.50
CONV-010024,ORD-027480,2025-03-03,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-002275,Purchase,596.84
CONV-010025,ORD-028062,2025-12-28,France,Email Marketing,CAMP-FR-EML-020,Loyal Customer Offer FR,CUST-008888,Purchase,297.51
CONV-010026,ORD-024133,2025-08-03,France,Organic Search,,,CUST-008457,Purchase,544.90
CONV-010027,ORD-017643,2025-11-13,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-006239,Assisted Purchase,1338.39
CONV-010028,ORD-013873,2025-04-13,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,CUST-017980,Purchase,69.99
CONV-010029,ORD-027709,2025-06-28,Spain,Google Ads,CAMP-ES-GGL-036,Furniture Search ES,CUST-017869,Purchase,2099.58
CONV-010030,ORD-023891,2025-06-29,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-013624,Assisted Purchase,2828.41
CONV-010031,ORD-018992,2025-12-18,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,CUST-013546,Purchase,1491.42
CONV-010032,ORD-024721,2025-08-20,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,CUST-009639,Purchase,1537.09
CONV-010033,ORD-029790,2025-11-12,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-010196,Purchase,506.61
CONV-010034,ORD-015142,2025-02-19,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-009507,Purchase,490.36
CONV-010035,ORD-022114,2025-03-10,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-005318,Purchase,161.04
CONV-010036,ORD-026554,2025-06-16,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,CUST-001387,Purchase,491.41
CONV-010037,ORD-024422,2025-06-12,Spain,Google Ads,CAMP-ES-GGL-036,Furniture Search ES,CUST-018325,Purchase,428.91
CONV-010038,ORD-029908,2025-09-06,France,Google Ads,CAMP-FR-GGL-034,Furniture Search FR,CUST-006559,Purchase,1796.31
CONV-010039,ORD-017431,2025-11-02,Portugal,Meta Ads,CAMP-PT-MTA-017,Black Friday Campaign PT,CUST-009171,Purchase,1219.09
CONV-010040,ORD-014542,2025-06-02,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,CUST-002592,Assisted Purchase,2199.48
CONV-010041,ORD-027749,2025-08-23,France,Google Ads,CAMP-FR-GGL-010,Home Decor Search FR,CUST-004574,Purchase,218.34
CONV-010042,ORD-013970,2025-09-01,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,CUST-017030,Purchase,333.33
CONV-010043,ORD-025898,2025-04-09,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,CUST-004705,Purchase,655.47
CONV-010044,ORD-021286,2025-11-27,France,Organic Search,,,CUST-016611,Purchase,466.19
CONV-010045,ORD-030194,2025-06-29,France,Direct,,,CUST-002272,Purchase,167.91
CONV-010046,ORD-028105,2025-11-23,Portugal,Google Ads,CAMP-PT-GGL-016,Black Friday Search PT,CUST-009834,Assisted Purchase,287.73
CONV-010047,ORD-022289,2025-09-02,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,CUST-002472,Purchase,629.70
CONV-010048,ORD-023150,2025-04-08,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,CUST-004773,Purchase,263.70
CONV-010049,ORD-022145,2025-08-24,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-008816,Purchase,645.70
CONV-010050,ORD-018283,2025-01-26,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,CUST-011198,Purchase,204.81
CONV-010051,ORD-024896,2025-05-31,Spain,Email Marketing,CAMP-ES-EML-023,Newsletter ES,CUST-002433,Purchase,1666.97
CONV-010052,ORD-019513,2025-10-16,France,Organic Search,,,CUST-013712,Purchase,481.25
CONV-010053,ORD-021384,2025-05-07,France,Google Ads,CAMP-FR-GGL-034,Furniture Search FR,CUST-009315,Assisted Purchase,1138.24
CONV-010054,ORD-018082,2025-12-14,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-011302,Purchase,462.22
CONV-010055,ORD-015568,2025-04-12,France,Email Marketing,CAMP-FR-EML-042,Newsletter FR,CUST-000149,Purchase,485.21
CONV-010056,ORD-028737,2025-12-25,Spain,Google Ads,CAMP-ES-GGL-049,Christmas Search ES,CUST-005359,Purchase,436.54
CONV-010057,ORD-014896,2025-11-09,Spain,Email Marketing,CAMP-ES-EML-030,Product Launch ES,CUST-004153,Purchase,1378.61
CONV-010058,ORD-016537,2025-10-30,France,Organic Search,,,CUST-004973,Purchase,472.65
CONV-010059,ORD-026216,2025-02-14,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,CUST-016668,Purchase,330.86
CONV-010060,ORD-023492,2025-11-04,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-017529,Purchase,488.20
CONV-010061,ORD-026089,2025-08-11,Spain,Google Ads,CAMP-ES-GGL-049,Christmas Search ES,CUST-010790,Purchase,1094.00
CONV-010062,ORD-022049,2025-07-06,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,CUST-017217,Assisted Purchase,749.55
CONV-010063,ORD-INVALID-010062,2025-06-28,France,Organic Search,,,CUST-013461,Assisted Purchase,1128.83
CONV-010064,ORD-018958,2025-02-09,France,Google Ads,CAMP-FR-GGL-010,Home Decor Search FR,CUST-015695,Purchase,975.82
CONV-010065,ORD-023323,2025-04-28,France,Direct,,,CUST-016139,Purchase,1476.51
CONV-010066,ORD-019540,2025-02-25,Portugal,Google Ads,CAMP-PT-GGL-037,Furniture Search PT,CUST-005922,Purchase,102.91
CONV-010067,ORD-020567,2025-06-13,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,CUST-011928,Purchase,1989.20
CONV-010068,ORD-014916,2025-05-07,France,Google Ads,CAMP-FR-GGL-034,Furniture Search FR,CUST-015141,Purchase,1454.70
CONV-010069,ORD-029010,2025-11-29,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,CUST-005143,Purchase,517.22
CONV-010070,ORD-028856,2025-06-19,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,CUST-010047,Purchase,425.82
CONV-010071,ORD-021136,2025-10-13,Spain,Google Ads,CAMP-ES-GGL-036,Furniture Search ES,CUST-012426,Purchase,871.11
CONV-010072,ORD-028577,2025-12-20,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-003930,Purchase,1098.12
CONV-010073,ORD-016672,2025-03-12,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,CUST-005433,Purchase,1258.42
CONV-010074,ORD-017811,2025-06-30,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,CUST-004755,Purchase,231.02
CONV-010075,ORD-017395,2025-06-06,Portugal,Google Ads,CAMP-PT-GGL-024,Christmas Search PT,CUST-003473,Purchase,812.68
CONV-010076,ORD-030128,2025-02-10,France,Direct,,,CUST-010658,Purchase,1752.90
CONV-010077,ORD-021095,2025-09-08,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,CUST-004900,Purchase,1192.68
CONV-010078,ORD-016898,2025-06-03,France,Organic Search,,,CUST-014565,Purchase,1308.41
CONV-010079,ORD-024072,2025-04-16,Portugal,Google Ads,CAMP-PT-GGL-024,Christmas Search PT,CUST-004377,Purchase,1111.35
CONV-010080,ORD-021411,2025-08-28,France,Google Ads,CAMP-FR-GGL-010,Home Decor Search FR,CUST-017923,Purchase,1393.27
CONV-010081,ORD-019546,2025-06-16,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,CUST-013481,Purchase,103.15
CONV-010082,ORD-024996,2025-11-17,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,CUST-014681,Purchase,968.34
CONV-010083,ORD-017100,2025-12-14,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-010187,Purchase,1507.63
CONV-010084,ORD-014643,2025-04-16,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,CUST-003520,Purchase,354.79
CONV-010085,ORD-024555,2025-07-01,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-012075,Purchase,2168.69
CONV-010086,ORD-023802,2025-10-20,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,CUST-013488,Purchase,1352.26
CONV-010087,ORD-028894,2025-09-17,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,CUST-012897,Purchase,1579.46
CONV-010088,ORD-019954,2025-10-22,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,CUST-015344,Purchase,2135.92
CONV-010089,ORD-020970,2025-04-20,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,CUST-010207,Purchase,1346.59
CONV-010090,ORD-029854,2025-02-22,France,Google Ads,CAMP-FR-GGL-034,Furniture Search FR,CUST-011943,Purchase,430.20
CONV-010091,ORD-027228,2025-01-15,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,CUST-010105,Purchase,238.50
CONV-010092,ORD-018694,2025-07-15,France,Direct,,,CUST-017249,Purchase,394.17
CONV-010093,ORD-028164,2025-03-17,France,Organic Search,,,CUST-011828,Purchase,558.94
CONV-010094,ORD-020325,2025-09-11,France,Direct,,,CUST-004050,Purchase,1273.23
CONV-010095,ORD-020574,2025-10-24,Spain,Email Marketing,CAMP-ES-EML-030,Product Launch ES,CUST-014199,Purchase,1046.07
CONV-010096,ORD-027529,2025-03-09,France,Direct,,,CUST-007250,Purchase,103.71
CONV-010097,ORD-028820,2025-12-15,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-004591,Purchase,123.01
CONV-010098,ORD-028125,2025-06-18,France,Organic Search,,,CUST-015323,Purchase,477.63
CONV-010099,ORD-028121,2025-07-04,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,CUST-003119,Purchase,1042.15
CONV-010100,ORD-INVALID-010099,2025-12-04,France,Email Marketing,CAMP-FR-EML-028,Product Launch FR,CUST-013797,Assisted Purchase,230.30
CONV-010101,ORD-028362,2025-11-15,Spain,Google Ads,CAMP-ES-GGL-021,Black Friday Search ES,CUST-000687,Purchase,241.73
CONV-010102,ORD-014697,2025-11-03,Portugal,Google Ads,CAMP-PT-GGL-016,Black Friday Search PT,CUST-004239,Purchase,706.72
CONV-010103,ORD-020372,2025-09-08,Spain,Email Marketing,CAMP-ES-EML-015,Seasonal Promotion ES,CUST-015999,Purchase,4303.40
CONV-010104,ORD-016756,2025-06-12,Spain,Organic Search,,,CUST-000100,Purchase,1799.78
CONV-010105,ORD-016091,2025-07-14,France,Direct,,,CUST-002781,Purchase,1364.43
CONV-010106,ORD-016652,2025-05-19,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,CUST-018824,Purchase,1324.43
CONV-010107,ORD-029161,2025-06-11,Spain,Email Marketing,CAMP-ES-EML-015,Seasonal Promotion ES,CUST-000091,Purchase,223.59
CONV-010108,ORD-016313,2025-01-25,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,CUST-019012,Assisted Purchase,532.06
CONV-010109,ORD-027987,2025-08-27,Spain,Google Ads,CAMP-ES-GGL-043,Home Decor Search ES,CUST-007720,Purchase,44.33
CONV-010110,ORD-019449,2025-05-31,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,CUST-011545,Assisted Purchase,991.31
CONV-010111,ORD-025377,2025-12-21,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-011059,Purchase,462.93
CONV-010112,ORD-017057,2025-08-05,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-006611,Purchase,214.65
CONV-010113,ORD-028081,2025-09-15,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-000524,Purchase,3769.64
CONV-010114,ORD-028104,2025-01-28,France,Organic Search,,,CUST-012034,Purchase,606.57
CONV-010115,ORD-016553,2025-01-08,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,CUST-011200,Purchase,232.25
CONV-010116,ORD-015341,2025-12-24,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-014790,Purchase,245.34
