Expense_ID,Invoice_Date,Department,Cost_Category,Vendor_Name,Amount_Actual,Country
EXP-002652,2025-12-09,Logistics,Shipping,DHL,718.63,Portugal
EXP-002653,2025-01-05,Operations,Marketplace Operations,Shopify,634.19,France
EXP-002654,2025-01-14,Operations,Marketplace Operations,Shopify,572.45,France
EXP-002655,2025-01-27,Operations,Fulfillment,DHL,661.66,France
EXP-002656,2025-01-28,Operations,Fulfillment,Local Logistics Providers,641.15,France
EXP-002657,2025-01-08,Operations,Inventory Management,TradeGecko,1173.35,France
EXP-002658,2025-01-15,Operations,Fulfillment,Local Logistics Providers,2152.63,France
EXP-002659,2025-01-01,Operations,Inventory Management,Shopify,410.43,France
EXP-002660,2025-01-01,Operations,Fulfillment,DHL,1761.85,France
EXP-002661,2025-01-19,Operations,Marketplace Operations,Shopify,1182.47,France
EXP-002662,2025-01-02,Operations,Fulfillment,DHL,302.59,France
EXP-002663,2025-01-10,Operations,Fulfillment,Local Logistics Providers,1736.15,France
EXP-002664,2025-01-06,Operations,Marketplace Operations,Shopify,1273.61,France
EXP-002665,2025-01-15,Operations,Marketplace Operations,Shopify,19.33,France
EXP-002666,2025-01-04,Operations,Inventory Management,Shopify,332.17,France
EXP-002667,2025-01-21,Operations,Fulfillment,DHL,412.71,France
EXP-002668,2025-01-26,Operations,Marketplace Operations,Shopify,106.27,France
EXP-002669,2025-01-30,Operations,Marketplace Operations,Shopify,164.04,France
EXP-002670,2025-01-24,Operations,Fulfillment,DHL,251.3,France
EXP-002671,2025-01-11,Operations,Fulfillment,DHL,469.37,France
EXP-002672,2025-01-25,Operations,Inventory Management,Shopify,2998.37,France
EXP-002673,2025-01-28,Operations,Fulfillment,Local Logistics Providers,901.83,France
EXP-002674,2025-01-24,Operations,Fulfillment,DHL,203.63,France
EXP-002675,2025-01-16,Operations,Fulfillment,Local Logistics Providers,1364.88,France
EXP-002676,2025-01-08,Operations,Marketplace Operations,Shopify,585.34,France
EXP-002677,2025-01-23,Operations,Marketplace Operations,Shopify,356.04,France
EXP-002678,2025-01-25,Operations,Inventory Management,Shopify,1021.16,France
EXP-002679,2025-01-22,Operations,Fulfillment,Local Logistics Providers,1139.13,France
EXP-002680,2025-01-05,Operations,Inventory Management,TradeGecko,832.11,France
EXP-002681,2025-01-07,Operations,Fulfillment,DHL,928.06,France
EXP-002682,2025-01-27,Operations,Fulfillment,Local Logistics Providers,1395.14,France
EXP-002683,2025-01-13,Operations,Fulfillment,DHL,903.22,France
EXP-002684,2025-01-26,Operations,Inventory Management,Shopify,16.8,France
EXP-002685,2025-01-11,Operations,Marketplace Operations,Shopify,1080.38,France
EXP-002686,2025-01-31,Operations,Inventory Management,TradeGecko,623.16,France
EXP-002687,2025-01-30,Operations,Inventory Management,TradeGecko,1585.88,France
EXP-002688,2025-01-20,Operations,Fulfillment,DHL,652.7,France
EXP-002689,2025-01-28,Operations,Fulfillment,DHL,777.85,France
EXP-002690,2025-02-14,Operations,Fulfillment,DHL,66.66,France
EXP-002691,2025-02-25,Operations,Fulfillment,DHL,1198.01,France
EXP-002692,2025-02-21,Operations,Fulfillment,Local Logistics Providers,629.04,France
EXP-002693,2025-02-17,Operations,Fulfillment,DHL,532.52,France
EXP-002694,2025-02-09,Operations,Fulfillment,Local Logistics Providers,1124.56,France
EXP-002695,2025-02-10,Operations,Inventory Management,TradeGecko,1239.47,France
EXP-002696,2025-02-13,Operations,Inventory Management,Shopify,414.02,France
EXP-002697,2025-02-11,Operations,Fulfillment,DHL,854.05,France
EXP-002698,2025-02-10,Operations,Inventory Management,TradeGecko,675.17,France
EXP-002699,2025-02-07,Operations,Fulfillment,DHL,117.98,France
EXP-002700,2025-02-01,Operations,Marketplace Operations,Shopify,749.4,France
EXP-002701,2025-02-24,Operations,Fulfillment,DHL,558.41,France
EXP-002702,2025-02-01,Operations,Marketplace Operations,Shopify,176.32,France
EXP-002703,2025-02-09,Operations,Marketplace Operations,Shopify,238.61,France
EXP-002704,2025-02-19,Operations,Marketplace Operations,Shopify,404.78,France
EXP-002705,2025-02-26,Operations,Fulfillment,DHL,821.33,France
EXP-002706,2025-02-09,Operations,Inventory Management,Shopify,968.63,France
EXP-002707,2025-02-17,Operations,Inventory Management,Shopify,1663.98,France
EXP-002708,2025-02-04,Operations,Inventory Management,Shopify,980.9,France
EXP-002709,2025-02-16,Operations,Marketplace Operations,Shopify,1352.42,France
EXP-002710,2025-02-23,Operations,Fulfillment,DHL,66.16,France
EXP-002711,2025-02-03,Operations,Inventory Management,Shopify,158.31,France
EXP-002712,2025-02-28,Operations,Fulfillment,DHL,754.89,France
EXP-002713,2025-02-02,Operations,Marketplace Operations,Shopify,1022.57,France
EXP-002714,2025-02-18,Operations,Inventory Management,Shopify,366.04,France
EXP-002715,2025-02-23,Operations,Fulfillment,Local Logistics Providers,516.61,France
EXP-002716,2025-02-05,Operations,Inventory Management,TradeGecko,2120.4,France
EXP-002717,2025-02-20,Operations,Fulfillment,Local Logistics Providers,774.7,France
EXP-002718,2025-02-15,Operations,Fulfillment,DHL,1104.46,France
EXP-002719,2025-02-13,Operations,Fulfillment,Local Logistics Providers,1701.88,France
EXP-002720,2025-02-08,Operations,Inventory Management,TradeGecko,879.43,France
EXP-002721,2025-02-13,Operations,Fulfillment,Local Logistics Providers,751.83,France
EXP-002722,2025-02-28,Operations,Fulfillment,Local Logistics Providers,2804.2,France
EXP-002723,2025-03-25,Operations,Fulfillment,Local Logistics Providers,167.06,France
EXP-002724,2025-03-21,Operations,Marketplace Operations,Shopify,1556.23,France
EXP-002725,2025-03-17,Operations,Fulfillment,DHL,1100.51,France
EXP-002726,2025-03-25,Operations,Fulfillment,Local Logistics Providers,1099.71,France
EXP-002727,2025-03-31,Operations,Fulfillment,Local Logistics Providers,3176.79,France
EXP-002728,2025-03-04,Operations,Fulfillment,DHL,435.95,France
EXP-002729,2025-03-10,Operations,Marketplace Operations,Shopify,402.85,France
EXP-002730,2025-03-07,Operations,Inventory Management,TradeGecko,148.45,France
EXP-002731,2025-03-16,Operations,Inventory Management,TradeGecko,1769.9,France
EXP-002732,2025-03-12,Operations,Marketplace Operations,Shopify,579.76,France
EXP-002733,2025-03-23,Operations,Fulfillment,DHL,1222.42,France
EXP-002734,2025-03-03,Operations,Fulfillment,Local Logistics Providers,102.54,France
EXP-002735,2025-03-29,Operations,Inventory Management,TradeGecko,227.9,France
EXP-002736,2025-03-18,Operations,Fulfillment,Local Logistics Providers,1031.79,France
EXP-002737,2025-03-31,Operations,Inventory Management,Shopify,1229.43,France
EXP-002738,2025-03-02,Operations,Fulfillment,DHL,506.09,France
EXP-002739,2025-03-12,Operations,Fulfillment,Local Logistics Providers,593.84,France
EXP-002740,2025-03-14,Operations,Inventory Management,TradeGecko,1572.33,France
EXP-002741,2025-03-31,Operations,Fulfillment,DHL,679.32,France
EXP-002742,2025-03-27,Operations,Fulfillment,DHL,1227.91,France
EXP-002743,2025-03-05,Operations,Fulfillment,DHL,781.46,France
EXP-002744,2025-03-12,Operations,Fulfillment,DHL,298.45,France
EXP-002745,2025-03-24,Operations,Fulfillment,Local Logistics Providers,741.95,France
EXP-002746,2025-03-01,Operations,Marketplace Operations,Shopify ,1489.6,France
EXP-002747,2025-03-10,Operations,Fulfillment,Local Logistics Providers,96.0,France
EXP-002748,2025-03-06,Operations,Fulfillment,Local Logistics Providers,193.82,France
EXP-002749,2025-03-31,Operations,Fulfillment,Local Logistics Providers,583.55,France
EXP-002750,2025-03-10,Operations,Fulfillment,Local Logistics Providers,263.87,France
EXP-002751,2025-03-02,Operations,Inventory Management,TradeGecko,1475.67,France
EXP-002752,2025-03-16,Operations,Fulfillment,DHL,750.77,France
EXP-002753,2025-03-20,Operations,Fulfillment,Local Logistics Providers,1525.51,France
EXP-002754,2025-03-11,Operations,Fulfillment,DHL,721.1,France
EXP-002755,2025-03-11,Operations,Inventory Management,Shopify,447.6,France
EXP-002756,2025-03-22,Operations,Fulfillment,Local Logistics Providers,563.08,France
EXP-002757,2025-03-18,Operations,Fulfillment,DHL,1386.24,France
EXP-002758,2025-03-01,Operations,Fulfillment,Local Logistics Providers,689.54,France
EXP-002759,2025-04-30,Operations,Fulfillment,DHL,971.29,France
EXP-002760,2025-04-09,Operations,Inventory Management,TradeGecko,319.1,France
EXP-002761,2025-04-12,Operations,Marketplace Operations,Shopify,415.38,France
EXP-002762,2025-04-18,Operations,Inventory Management,TradeGecko,382.06,France
EXP-002763,2025-04-13,Operations,Fulfillment,Local Logistics Providers,806.83,France
EXP-002764,2025-04-24,Operations,Fulfillment,Local Logistics Providers,826.96,France
EXP-002765,2025-04-23,Operations,Inventory Management,Shopify,74.9,France
EXP-002766,2025-04-27,Operations,Fulfillment,Local Logistics Providers,2109.07,France
EXP-002767,2025-04-11,Operations,Fulfillment,DHL,1734.71,France
EXP-002768,2025-04-15,Operations,Fulfillment,DHL,765.37,France
EXP-002769,2025-04-01,Operations,Inventory Management,TradeGecko,261.86,France
EXP-002770,2025-04-16,Operations,Fulfillment,Local Logistics Providers,453.56,France
EXP-002771,2025-04-20,Operations,Fulfillment,Local Logistics Providers,963.24,France
EXP-002772,2025-04-03,Operations,Fulfillment,Local Logistics Providers,370.29,France
EXP-002773,2025-04-26,Operations,Fulfillment,DHL,702.94,France
EXP-002774,2025-04-21,Operations,Fulfillment,Local Logistics Providers,367.58,France
EXP-002775,2025-04-01,Operations,Fulfillment,DHL,285.47,France
EXP-002776,2025-04-11,Operations,Fulfillment,DHL,2543.24,France
EXP-002777,2025-04-23,Operations,Fulfillment,Local Logistics Providers,856.72,France
EXP-002778,2025-04-12,Operations,Inventory Management,Shopify,1919.32,France
EXP-002779,2025-04-11,Operations,Inventory Management,TradeGecko,1047.39,France
EXP-002780,2025-04-16,Operations,Inventory Management,TradeGecko,2057.33,France
EXP-002781,2025-04-02,Operations,Fulfillment,Local Logistics Providers,76.11,France
EXP-002782,2025-04-05,Operations,Inventory Management,TradeGecko,540.37,France
EXP-002783,2025-04-25,Operations,Fulfillment,DHL,638.25,France
EXP-002784,2025-04-17,Operations,Marketplace Operations,Shopify,341.16,France
EXP-002785,2025-04-10,Operations,Marketplace Operations,Shopify,773.59,France
EXP-002786,2025-04-14,Operations,Fulfillment,DHL,534.16,France
EXP-002787,2025-04-18,Operations,Fulfillment,Local Logistics Providers,503.37,France
EXP-002788,2025-04-30,Operations,Marketplace Operations,Shopify,1910.68,France
EXP-002789,2025-04-05,Operations,Inventory Management,TradeGecko,481.42,France
EXP-002790,2025-04-26,Operations,Marketplace Operations,Shopify,941.61,France
EXP-002791,2025-04-24,Operations,Marketplace Operations,Shopify,356.52,France
EXP-002792,2025-04-30,Operations,Inventory Management,TradeGecko,584.26,France
EXP-002793,2025-04-05,Operations,Fulfillment,Local Logistics Providers,596.37,France
EXP-002794,2025-04-24,Operations,Fulfillment,Local Logistics Providers,1030.48,France
EXP-002795,2025-04-09,Operations,Fulfillment,Local Logistics Providers,240.77,France
EXP-002796,2025-04-05,Operations,Inventory Management,TradeGecko,1528.63,France
EXP-002797,2025-04-09,Operations,Inventory Management,Shopify,198.05,France
EXP-002798,2025-04-15,Operations,Inventory Management,Shopify,1496.69,France
EXP-002799,2025-04-05,Operations,Fulfillment,Local Logistics Providers,189.66,France
EXP-002800,2025-04-19,Operations,Fulfillment,Local Logistics Providers,1152.62,France
EXP-002801,2025-05-08,Operations,Inventory Management,TradeGecko,315.17,France
EXP-002802,2025-05-24,Operations,Fulfillment,DHL,1002.97,France
EXP-002803,2025-05-08,Operations,Fulfillment,Local Logistics Providers,788.77,France
EXP-002804,2025-05-13,Operations,Inventory Management,Shopify,1569.47,France
EXP-002805,2025-05-24,Operations,Inventory Management,Shopify,810.96,France
EXP-002806,2025-05-27,Operations,Marketplace Operations,Shopify,868.24,France
EXP-002807,2025-05-22,Operations,Inventory Management,TradeGecko,722.8,France
EXP-002808,2025-05-26,Operations,Fulfillment,Local Logistics Providers,583.66,France
EXP-002809,2025-05-14,Operations,Fulfillment,DHL,459.73,France
EXP-002810,2025-05-07,Operations,Fulfillment,DHL,782.77,France
EXP-002811,2025-05-03,Operations,Fulfillment,Local Logistics Providers,801.75,France
EXP-002812,2025-05-24,Operations,Fulfillment,Local Logistics Providers,129.07,France
EXP-002813,2025-05-19,Operations,Marketplace Operations,Shopify,934.2,France
EXP-002814,2025-05-02,Operations,Fulfillment,DHL,395.94,France
EXP-002815,2025-05-01,Operations,Fulfillment,Local Logistics Providers,488.24,France
EXP-002816,2025-05-21,Operations,Inventory Management,TradeGecko,1051.49,France
EXP-002817,2025-05-16,Operations,Inventory Management,Shopify,764.75,France
EXP-002818,2025-05-16,Operations,Inventory Management,TradeGecko,263.19,France
EXP-002819,2025-05-01,Operations,Fulfillment,Local Logistics Providers,489.63,France
EXP-002820,2025-05-28,Operations,Fulfillment,Local Logistics Providers,431.2,France
EXP-002821,2025-05-17,Operations,Inventory Management,Shopify,476.94,France
EXP-002822,2025-05-06,Operations,Inventory Management,TradeGecko,567.85,France
EXP-002823,2025-05-07,Operations,Inventory Management,Shopify,763.08,France
EXP-002824,2025-05-12,Operations,Marketplace Operations,Shopify,283.66,France
EXP-002825,2025-05-13,Operations,Fulfillment,Local Logistics Providers,528.82,France
EXP-002826,2025-05-21,Operations,Fulfillment,DHL,2016.84,France
EXP-002827,2025-05-18,Operations,Fulfillment,Local Logistics Providers,1790.87,France
EXP-002828,2025-05-26,Operations,Fulfillment,Local Logistics Providers,333.44,France
EXP-002829,2025-05-07,Operations,Inventory Management,Shopify,574.0,France
EXP-002830,2025-05-05,Operations,Inventory Management,Shopify,1141.67,France
EXP-002831,2025-05-29,Operations,Fulfillment,DHL,2594.15,France
EXP-002832,2025-05-24,Operations,Fulfillment,Local Logistics Providers,1523.36,France
EXP-002833,2025-05-29,Operations,Fulfillment,DHL,794.99,France
EXP-002834,2025-05-08,Operations,Fulfillment,Local Logistics Providers,3154.08,France
EXP-002835,2025-05-25,Operations,Inventory Management,Shopify,481.54,France
EXP-002836,2025-05-06,Operations,Fulfillment,DHL,555.29,France
EXP-002837,2025-05-12,Operations,Fulfillment,Local Logistics Providers,208.83,France
EXP-002838,2025-05-09,Operations,Inventory Management,TradeGecko,534.4,France
EXP-002839,2025-05-10,Operations,Fulfillment,Local Logistics Providers,407.72,France
EXP-002840,2025-05-25,Operations,Fulfillment,Local Logistics Providers,527.38,France
EXP-002841,2025-06-09,Operations,Fulfillment,DHL,151.28,France
EXP-002842,2025-06-10,Operations,Fulfillment,DHL,2478.71,France
EXP-002843,2025-06-25,Operations,Fulfillment,DHL,239.98,France
EXP-002844,2025-06-30,Operations,Marketplace Operations,Shopify,405.77,France
EXP-002845,2025-06-15,Operations,Marketplace Operations,Shopify,44.83,France
EXP-002846,2025-06-25,Operations,Fulfillment,Local Logistics Providers,652.82,France
EXP-002847,2025-06-21,Operations,Marketplace Operations,Shopify,1304.82,France
EXP-002848,2025-06-25,Operations,Inventory Management,Shopify,448.17,France
EXP-002849,2025-06-18,Operations,Fulfillment,DHL,194.82,France
EXP-002850,2025-06-08,Operations,Fulfillment,DHL,1574.43,France
EXP-002851,2025-06-21,Operations,Fulfillment,DHL,40.15,France
EXP-002852,2025-06-05,Operations,Marketplace Operations,Shopify,1020.13,France
EXP-002853,2025-06-11,Operations,Fulfillment,DHL,231.79,France
EXP-002854,2025-06-25,Operations,Inventory Management,Shopify,1101.63,France
EXP-002855,2025-06-26,Operations,Inventory Management,TradeGecko,479.7,France
EXP-002856,2025-06-30,Operations,Marketplace Operations,Shopify,434.77,France
EXP-002857,2025-06-05,Operations,Fulfillment,DHL,777.87,France
EXP-002858,2025-06-24,Operations,Inventory Management,TradeGecko,2047.4,France
EXP-002859,2025-06-26,Operations,Fulfillment,Local Logistics Providers,864.12,France
EXP-002860,2025-06-01,Operations,Inventory Management,TradeGecko,1986.54,France
EXP-002861,2025-06-13,Operations,Fulfillment,Local Logistics Providers,205.67,France
EXP-002862,2025-06-25,Operations,Marketplace Operations,Shopify,1563.9,France
EXP-002863,2025-06-09,Operations,Fulfillment,Local Logistics Providers,39.49,France
EXP-002864,2025-06-25,Operations,Fulfillment,Local Logistics Providers,391.06,France
EXP-002865,2025-06-24,Operations,Fulfillment,Local Logistics Providers,3161.79,France
EXP-002866,2025-06-29,Operations,Fulfillment,DHL,306.3,France
EXP-002867,2025-06-07,Operations,Fulfillment,DHL,895.6,France
EXP-002868,2025-06-16,Operations,Fulfillment,Local Logistics Providers,608.86,France
EXP-002869,2025-06-13,Operations,Inventory Management,TradeGecko,781.62,France
EXP-002870,2025-06-09,Operations,Fulfillment,DHL,335.61,France
EXP-002871,2025-06-30,Operations,Inventory Management,Shopify,584.67,France
EXP-002872,2025-06-20,Operations,Marketplace Operations,Shopify,1498.56,France
EXP-002873,2025-06-02,Operations,Inventory Management,Shopify,140.9,France
EXP-002874,2025-06-11,Operations,Inventory Management,Shopify,2143.85,France
EXP-002875,2025-06-04,Operations,Fulfillment,Local Logistics Providers,1072.82,France
EXP-002876,2025-06-09,Operations,Fulfillment,Local Logistics Providers,1206.19,France
EXP-002877,2025-06-23,Operations,Fulfillment,Local Logistics Providers,1170.45,France
EXP-002878,2025-06-21,Operations,Fulfillment,Local Logistics Providers,126.3,France
EXP-002879,2025-06-20,Operations,Fulfillment,DHL,159.53,France
EXP-002880,2025-06-12,Operations,Marketplace Operations,Shopify,667.33,France
EXP-002881,2025-06-04,Operations,Fulfillment,DHL,802.53,France
EXP-002882,2025-07-16,Operations,Inventory Management,TradeGecko,502.63,France
EXP-002883,2025-07-30,Operations,Fulfillment,Local Logistics Providers,1346.03,France
EXP-002884,2025-07-26,Operations,Fulfillment,DHL,119.78,France
EXP-002885,2025-07-03,Operations,Marketplace Operations,Shopify,522.09,France
EXP-002886,2025-07-24,Operations,Fulfillment,DHL,850.06,France
EXP-002887,2025-07-06,Operations,Fulfillment,Local Logistics Providers,2424.7,France
EXP-002888,2025-07-19,Operations,Inventory Management,TradeGecko,1101.39,France
EXP-002889,2025-07-01,Operations,Fulfillment,Local Logistics Providers,798.74,France
EXP-002890,2025-07-07,Operations,Fulfillment,Local Logistics Providers,209.26,France
EXP-002891,2025-07-16,Operations,Marketplace Operations,Shopify,1617.93,France
EXP-002892,2025-07-08,Operations,Fulfillment,Local Logistics Providers,402.46,France
EXP-002893,2025-07-18,Operations,Fulfillment,DHL,261.49,France
EXP-002894,2025-07-02,Operations,Inventory Management,Shopify,2105.1,France
EXP-002895,2025-07-21,Operations,Fulfillment,DHL,216.46,France
EXP-002896,2025-07-10,Operations,Marketplace Operations,Shopify,297.15,France
EXP-002897,2025-07-24,Operations,Fulfillment,Local Logistics Providers,1104.0,France
EXP-002898,2025-07-27,Operations,Inventory Management,Shopify,849.46,France
EXP-002899,2025-07-21,Operations,Fulfillment,Local Logistics Providers,1328.77,France
EXP-002900,2025-07-19,Operations,Fulfillment,DHL,2381.21,France
EXP-002901,2025-07-22,Operations,Fulfillment,Local Logistics Providers,597.61,France
EXP-002902,2025-07-10,Operations,Fulfillment,DHL,622.63,France
EXP-002903,2025-07-30,Operations,Fulfillment,Local Logistics Providers,1418.97,France
EXP-002904,2025-07-31,Operations,Fulfillment,DHL,227.56,France
EXP-002905,2025-07-23,Operations,Fulfillment,Local Logistics Providers,537.25,France
EXP-002906,2025-07-18,Operations,Fulfillment,DHL,103.52,France
EXP-002907,2025-07-28,Operations,Inventory Management,TradeGecko,987.35,France
EXP-002908,2025-07-10,Operations,Fulfillment,DHL,1201.0,France
EXP-002909,2025-07-27,Operations,Inventory Management,TradeGecko,383.76,France
EXP-002910,2025-07-22,Operations,Fulfillment,DHL,830.28,France
EXP-002911,2025-07-27,Operations,Fulfillment,Local Logistics Providers,171.21,France
EXP-002912,2025-07-16,Operations,Fulfillment,Local Logistics Providers,341.78,France
EXP-002913,2025-07-18,Operations,Inventory Management,TradeGecko,654.71,France
EXP-002914,2025-07-27,Operations,Fulfillment,DHL,249.93,France
EXP-002915,2025-07-27,Operations,Inventory Management,Shopify,190.01,France
EXP-002916,2025-07-10,Operations,Fulfillment,DHL,3077.95,France
EXP-002917,2025-07-28,Operations,Inventory Management,Shopify,370.18,France
EXP-002918,2025-07-29,Operations,Fulfillment,Local Logistics Providers,1243.4,France
EXP-002919,2025-07-23,Operations,Fulfillment,Local Logistics Providers,804.79,France
EXP-002920,2025-08-01,Operations,Fulfillment,DHL,1296.55,France
EXP-002921,2025-08-02,Operations,Fulfillment,Local Logistics Providers,61.99,France
EXP-002922,2025-08-14,Operations,Inventory Management,Shopify,339.38,France
EXP-002923,2025-08-12,Operations,Fulfillment,DHL,784.97,France
EXP-002924,2025-08-25,Operations,Marketplace Operations,Shopify,179.45,France
EXP-002925,2025-08-24,Operations,Fulfillment,DHL,372.95,France
EXP-002926,2025-08-14,Operations,Inventory Management,TradeGecko,407.68,France
EXP-002927,2025-08-03,Operations,Marketplace Operations,Shopify,884.18,France
EXP-002928,2025-08-06,Operations,Fulfillment,DHL,1554.95,France
EXP-002929,2025-08-03,Operations,Fulfillment,Local Logistics Providers,201.75,France
EXP-002930,2025-08-02,Operations,Marketplace Operations,Shopify,694.04,France
EXP-002931,2025-08-30,Operations,Inventory Management,TradeGecko,1523.34,France
EXP-002932,2025-08-15,Operations,Marketplace Operations,Shopify,1276.62,France
EXP-002933,2025-08-11,Operations,Fulfillment,Local Logistics Providers,908.53,France
EXP-002934,2025-08-11,Operations,Marketplace Operations,Shopify,1181.62,France
EXP-002935,2025-08-23,Operations,Marketplace Operations,Shopify,440.9,France
EXP-002936,2025-08-20,Operations,Marketplace Operations,Shopify,843.05,France
EXP-002937,2025-08-14,Operations,Inventory Management,Shopify,1252.83,France
EXP-002938,2025-08-05,Operations,Fulfillment,Local Logistics Providers,1030.02,France
EXP-002939,2025-08-28,Operations,Fulfillment,Local Logistics Providers,759.27,France
EXP-002940,2025-08-14,Operations,Inventory Management,TradeGecko,568.38,France
EXP-002941,2025-08-04,Operations,Marketplace Operations,Shopify,862.55,France
EXP-002942,2025-08-26,Operations,Marketplace Operations,Shopify,694.78,France
EXP-002943,2025-08-01,Operations,Inventory Management,TradeGecko,2124.6,France
EXP-002944,2025-08-03,Operations,Marketplace Operations,Shopify,700.46,France
EXP-002945,2025-08-18,Operations,Fulfillment,DHL,741.53,France
EXP-002946,2025-08-20,Operations,Fulfillment,Local Logistics Providers,428.68,France
EXP-002947,2025-08-25,Operations,Marketplace Operations,Shopify ,269.39,France
EXP-002948,2025-08-20,Operations,Fulfillment,DHL,719.65,France
EXP-002949,2025-08-20,Operations,Fulfillment,DHL,169.12,France
EXP-002950,2025-08-18,Operations,Fulfillment,Local Logistics Providers,1105.86,France
EXP-002951,2025-08-02,Operations,Fulfillment,DHL,2066.97,France
EXP-002952,2025-08-10,Operations,Fulfillment,Local Logistics Providers,385.4,France
EXP-002953,2025-08-11,Operations,Fulfillment,Local Logistics Providers,344.68,France
EXP-002954,2025-08-27,Operations,Inventory Management,TradeGecko,1234.03,France
EXP-002955,2025-08-22,Operations,Inventory Management,TradeGecko,26.25,France
EXP-002956,2025-08-16,Operations,Fulfillment,Local Logistics Providers,395.85,France
EXP-002957,2025-08-09,Operations,Inventory Management,TradeGecko,965.72,France
EXP-002958,2025-08-17,Operations,Inventory Management,Shopify,665.17,France
EXP-002959,2025-08-02,Operations,Marketplace Operations,Shopify,1473.27,France
EXP-002960,2025-09-09,Operations,Fulfillment,DHL,226.56,France
EXP-002961,2025-09-26,Operations,Fulfillment,Local Logistics Providers,1910.45,France
EXP-002962,2025-09-21,Operations,Fulfillment,Local Logistics Providers,1538.04,France
EXP-002963,2025-09-05,Operations,Fulfillment,DHL,1400.13,France
EXP-002964,2025-09-27,Operations,Fulfillment,Local Logistics Providers,319.68,France
EXP-002965,2025-09-19,Operations,Inventory Management,TradeGecko,322.86,France
EXP-002966,2025-09-23,Operations,Fulfillment,DHL,133.77,France
EXP-002967,2025-09-18,Operations,Inventory Management,Shopify,3060.09,France
EXP-002968,2025-09-28,Operations,Marketplace Operations,Shopify,336.46,France
EXP-002969,2025-09-28,Operations,Fulfillment,Local Logistics Providers,850.59,France
EXP-002970,2025-09-14,Operations,Fulfillment,DHL,650.98,France
EXP-002971,2025-09-08,Operations,Fulfillment,DHL,395.8,France
EXP-002972,2025-09-15,Operations,Fulfillment,Local Logistics Providers,2114.21,France
EXP-002973,2025-09-02,Operations,Marketplace Operations,Shopify,312.12,France
EXP-002974,2025-09-08,Operations,Fulfillment,DHL,713.61,France
EXP-002975,2025-09-03,Operations,Fulfillment,DHL,177.44,France
EXP-002976,2025-09-08,Operations,Inventory Management,TradeGecko,1354.77,France
EXP-002977,2025-09-28,Operations,Inventory Management,TradeGecko,197.29,France
EXP-002978,2025-09-22,Operations,Fulfillment,DHL,384.55,France
EXP-002979,2025-09-21,Operations,Fulfillment,DHL,129.28,France
EXP-002980,2025-09-29,Operations,Marketplace Operations,Shopify,344.98,France
EXP-002981,2025-09-06,Operations,Marketplace Operations,Shopify,151.27,France
EXP-002982,2025-09-12,Operations,Marketplace Operations,Shopify,880.21,France
EXP-002983,2025-09-05,Operations,Inventory Management,Shopify,214.04,France
EXP-002984,2025-09-04,Operations,Fulfillment,Local Logistics Providers,1378.14,France
EXP-002985,2025-09-11,Operations,Fulfillment,Local Logistics Providers,916.82,France
EXP-002986,2025-09-06,Operations,Marketplace Operations,Shopify,40.1,France
EXP-002987,2025-09-07,Operations,Fulfillment,Local Logistics Providers,62.97,France
EXP-002988,2025-09-05,Operations,Inventory Management,TradeGecko,519.88,France
EXP-002989,2025-09-07,Operations,Fulfillment,Local Logistics Providers,581.2,France
EXP-002990,2025-09-19,Operations,Fulfillment,Local Logistics Providers,656.57,France
EXP-002991,2025-09-16,Operations,Marketplace Operations,Shopify,1464.08,France
EXP-002992,2025-09-04,Operations,Fulfillment,DHL,1481.18,France
EXP-002993,2025-09-19,Operations,Fulfillment,DHL,533.49,France
EXP-002994,2025-09-26,Operations,Inventory Management,TradeGecko,880.49,France
EXP-002995,2025-09-26,Operations,Fulfillment,DHL,1140.54,France
EXP-002996,2025-09-14,Operations,Marketplace Operations,Shopify,2548.44,France
EXP-002997,2025-09-04,Operations,Marketplace Operations,Shopify,1350.65,France
EXP-002998,2025-09-10,Operations,Inventory Management,TradeGecko,100.54,France
EXP-002999,2025-10-10,Operations,Inventory Management,Shopify,843.58,France
EXP-003000,2025-10-22,Operations,Inventory Management,Shopify,166.02,France
EXP-003001,2025-10-15,Operations,Fulfillment,Local Logistics Providers,677.68,France
EXP-003002,2025-10-07,Operations,Fulfillment,Local Logistics Providers,869.24,France
EXP-003003,2025-10-21,Operations,Fulfillment,Local Logistics Providers,206.47,France
EXP-003004,2025-10-01,Operations,Fulfillment,DHL,170.4,France
EXP-003005,2025-10-16,Operations,Fulfillment,Local Logistics Providers,295.77,France
EXP-003006,2025-10-03,Operations,Fulfillment,Local Logistics Providers,398.64,France
EXP-003007,2025-10-26,Operations,Inventory Management,TradeGecko,435.51,France
EXP-003008,2025-10-13,Operations,Fulfillment,Local Logistics Providers,977.45,France
EXP-003009,2025-10-03,Operations,Fulfillment,DHL,347.95,France
EXP-003010,2025-10-11,Operations,Marketplace Operations,Shopify,513.04,France
EXP-003011,2025-10-06,Operations,Fulfillment,Local Logistics Providers,2944.04,France
EXP-003012,2025-10-29,Operations,Fulfillment,Local Logistics Providers,932.55,France
EXP-003013,2025-10-26,Operations,Fulfillment,DHL,828.41,France
EXP-003014,2025-10-02,Operations,Fulfillment,Local Logistics Providers,338.82,France
EXP-003015,2025-10-30,Operations,Fulfillment,Local Logistics Providers,155.55,France
EXP-003016,2025-10-01,Operations,Fulfillment,Local Logistics Providers,1423.66,France
