order_id,order_line_id,order_date,customer_id,product_id,country,ship_date,delivery_date,ship_mode,quantity,unit_price,discount,gross_sales,discount_amount,net_sales,cogs,return_Amount,return_quantity,net_revenue_after_returns,adjusted_gross_profit
ORD-012643,LINE-022792,2024-07-16,CUST-004052,NVA-DEC-0053,FRANCE,2024-07-17,2024-07-20,Standard,1,131.45,0.06,131.45,7.8870,123.56,13.10,0.00,0,123.56,110.46
ORD-012644,LINE-022793,2024-07-19,CUST-004859,NVA-TXT-0042,SPAIN,2024-07-20,2024-07-26,Standard,1,203.81,0.03,203.81,6.1143,197.70,26.94,0.00,0,197.70,170.76
ORD-012645,LINE-022794,2024-01-28,CUST-019016,NVA-DEC-0012,FRANCE,2024-01-29,2024-01-31,Standard,1,146.97,0.27,146.97,39.6819,107.29,15.14,0.00,0,107.29,92.15
ORD-012645,LINE-022795,2024-01-28,CUST-019016,NVA-TXT-0082,FRANCE,2024-01-29,2024-01-31,Standard,1,474.22,0.14,474.22,66.3908,407.83,52.12,0.00,0,407.83,355.71
ORD-012646,LINE-022796,2024-10-14,CUST-005016,NVA-DEC-0051,PORTUGAL,2024-10-16,2024-10-22,Standard,1,55.49,0.00,55.49,0.0000,55.49,5.16,0.00,0,55.49,50.33
ORD-012646,LINE-022797,2024-10-14,CUST-005016,NVA-TXT-0068,PORTUGAL,2024-10-16,2024-10-22,Standard,1,58.99,0.00,58.99,0.0000,58.99,10.43,0.00,0,58.99,48.56
ORD-012646,LINE-022798,2024-10-14,CUST-005016,NVA-TXT-0042,PORTUGAL,2024-10-16,2024-10-22,Standard,1,189.68,0.00,189.68,0.0000,189.68,26.94,0.00,0,189.68,162.74
ORD-012647,LINE-022799,2024-12-22,CUST-014353,NVA-FUR-0063,FRANCE,2024-12-23,2024-12-25,Standard,2,582.41,0.07,1164.82,81.5374,1083.28,703.34,0.00,0,1083.28,379.94
ORD-012648,LINE-022800,2024-05-05,CUST-013397,NVA-LGT-0055,FRANCE,2024-05-06,2024-05-09,Standard,1,305.89,0.00,305.89,0.0000,305.89,86.16,0.00,0,305.89,219.73
ORD-012648,LINE-022801,2024-05-05,CUST-013397,NVA-DEC-0062,FRANCE,2024-05-06,2024-05-09,Standard,2,115.59,0.00,231.18,0.0000,231.18,20.36,0.00,0,231.18,210.82
ORD-012649,LINE-022802,2024-05-28,CUST-000128,NVA-SEA-0039,FRANCE,2024-05-29,2024-06-03,Standard,1,274.00,0.00,274.00,0.0000,274.00,14.59,0.00,0,274.00,259.41
ORD-012650,LINE-022803,2024-05-14,CUST-006050,NVA-LGT-0046,SPAIN,2024-05-14,2024-05-17,Standard,2,272.52,0.09,545.04,49.0536,495.99,162.92,0.00,0,495.99,333.07
ORD-012650,LINE-022804,2024-05-14,CUST-006050,NVA-DEC-0004,SPAIN,2024-05-14,2024-05-17,Standard,1,174.23,0.00,174.23,0.0000,174.23,11.75,0.00,0,174.23,162.48
ORD-012651,LINE-022805,2024-04-02,CUST-008076,NVA-FUR-0089,SPAIN,2024-04-04,2024-04-08,Standard,1,494.68,0.00,494.68,0.0000,494.68,308.79,0.00,0,494.68,185.89
ORD-012651,LINE-022806,2024-04-02,CUST-008076,NVA-LGT-0055,SPAIN,2024-04-04,2024-04-08,Standard,1,338.17,0.10,338.17,33.8170,304.35,86.16,0.00,0,304.35,218.19
ORD-012652,LINE-022807,2024-02-04,CUST-018951,NVA-TXT-0082,FRANCE,2024-02-05,2024-02-07,Standard,1,450.91,0.00,450.91,0.0000,450.91,52.12,450.91,1,0.00,-52.12
ORD-012653,LINE-022808,2024-10-14,CUST-003389,NVA-KDN-0058,FRANCE,2024-10-14,2024-10-16,Express,2,896.93,0.00,1793.86,0.0000,1793.86,131.48,0.00,0,1793.86,1662.38
ORD-012654,LINE-022809,2024-11-26,CUST-000585,NVA-LGT-0020,PORTUGAL,2024-11-27,2024-12-02,Standard,3,213.32,0.19,639.96,121.5924,518.37,171.09,0.00,0,518.37,347.28
ORD-012655,LINE-022810,2024-12-15,CUST-016300,NVA-DEC-0053,FRANCE,2024-12-16,2024-12-21,Express,1,152.32,0.08,152.32,12.1856,140.13,13.10,140.13,1,0.00,-13.10
ORD-012655,LINE-022811,2024-12-15,CUST-016300,NVA-TXT-0099,FRANCE,2024-12-16,2024-12-21,Express,1,630.24,0.15,630.24,94.5360,535.70,51.08,0.00,0,535.70,484.62
ORD-012656,LINE-022812,2024-10-23,CUST-011946,NVA-FUR-0045,FRANCE,2024-10-24,2024-10-28,Express,1,579.01,0.00,579.01,0.0000,579.01,262.53,579.01,1,0.00,-262.53
ORD-012656,LINE-022813,2024-10-23,CUST-011946,NVA-FUR-0010,FRANCE,2024-10-24,2024-10-28,Express,1,709.78,0.00,709.78,0.0000,709.78,455.52,0.00,0,709.78,254.26
ORD-012657,LINE-022814,2024-09-17,CUST-001320,NVA-LGT-0074,FRANCE,2024-09-19,2024-09-21,Standard,1,735.24,0.03,735.24,22.0572,713.18,102.31,0.00,0,713.18,610.87
ORD-012657,LINE-022815,2024-09-17,CUST-001320,NVA-LGT-0061,FRANCE,2024-09-19,2024-09-21,Standard,1,145.77,0.05,145.77,7.2885,138.48,50.31,0.00,0,138.48,88.17
ORD-012658,LINE-022816,2024-07-26,CUST-013064,NVA-KDN-0007,FRANCE,2024-07-27,2024-08-01,Standard,1,230.86,0.00,230.86,0.0000,230.86,18.73,0.00,0,230.86,212.13
ORD-012659,LINE-022817,2024-09-26,CUST-017887,NVA-TXT-0003,FRANCE,2024-09-27,2024-09-29,Standard,2,446.75,0.04,893.50,35.7400,857.76,85.22,0.00,0,857.76,772.54
ORD-012660,LINE-022818,2024-07-08,CUST-014637,NVA-FUR-0007,FRANCE,2024-07-09,2024-07-14,Standard,1,277.10,0.15,277.10,41.5650,235.54,160.77,0.00,0,235.54,74.77
ORD-012660,LINE-022819,2024-07-08,CUST-014637,NVA-DEC-0093,FRANCE,2024-07-09,2024-07-14,Standard,1,300.98,0.21,300.98,63.2058,237.77,21.35,0.00,0,237.77,216.42
ORD-012660,LINE-022820,2024-07-08,CUST-014637,NVA-DEC-0092,FRANCE,2024-07-09,2024-07-14,Standard,1,264.57,0.16,264.57,42.3312,222.24,19.66,0.00,0,222.24,202.58
ORD-012660,LINE-022821,2024-07-08,CUST-014637,NVA-LGT-0025,FRANCE,2024-07-09,2024-07-14,Standard,2,355.91,0.12,711.82,85.4184,626.40,140.14,0.00,0,626.40,486.26
ORD-012661,LINE-022822,2024-10-20,CUST-006169,NVA-KDN-0054,FRANCE,2024-10-22,2024-10-26,Standard,2,147.79,0.00,295.58,0.0000,295.58,32.92,0.00,0,295.58,262.66
ORD-012661,LINE-022823,2024-10-20,CUST-006169,NVA-DEC-0068,FRANCE,2024-10-22,2024-10-26,Standard,1,272.29,0.08,272.29,21.7832,250.51,21.41,0.00,0,250.51,229.10
ORD-012662,LINE-022824,2024-04-15,CUST-018927,NVA-LGT-0052,FRANCE,2024-04-16,2024-04-21,Express,1,82.16,0.07,82.16,5.7512,76.41,27.97,0.00,0,76.41,48.44
ORD-012663,LINE-022825,2024-06-25,CUST-003781,NVA-DEC-0090,PORTUGAL,2024-06-27,2024-07-02,Standard,1,1044.50,0.15,1044.50,156.6750,887.82,40.53,0.00,0,887.82,847.29
ORD-012664,LINE-022826,2024-03-18,CUST-000429,NVA-FUR-0020,FRANCE,2024-03-20,2024-03-24,Standard,2,249.73,0.06,499.46,29.9676,469.49,262.60,0.00,0,469.49,206.89
ORD-012664,LINE-022827,2024-03-18,CUST-000429,NVA-DEC-0117,FRANCE,2024-03-20,2024-03-24,Standard,1,105.71,0.00,105.71,0.0000,105.71,7.19,0.00,0,105.71,98.52
ORD-012664,LINE-022828,2024-03-18,CUST-000429,NVA-DEC-0123,FRANCE,2024-03-20,2024-03-24,Standard,2,143.61,0.03,287.22,8.6166,278.60,25.06,0.00,0,278.60,253.54
ORD-012665,LINE-022829,2024-06-04,CUST-014235,NVA-FUR-0089,FRANCE,2024-06-04,2024-06-08,Express,3,545.44,0.00,1636.32,0.0000,1636.32,926.37,0.00,0,1636.32,709.95
ORD-012665,LINE-022830,2024-06-04,CUST-014235,NVA-DEC-0008,FRANCE,2024-06-04,2024-06-08,Express,1,180.48,0.00,180.48,0.0000,180.48,12.61,0.00,0,180.48,167.87
ORD-012666,LINE-022831,2024-04-09,CUST-012089,NVA-LGT-0008,FRANCE,2024-04-10,2024-04-12,Express,1,284.70,0.04,284.70,11.3880,273.31,57.36,0.00,0,273.31,215.95
ORD-012666,LINE-022832,2024-04-09,CUST-012089,NVA-LGT-0052,FRANCE,2024-04-10,2024-04-12,Express,3,75.65,0.08,226.95,18.1560,208.79,83.91,208.79,3,0.00,-83.91
ORD-012667,LINE-022833,2024-04-12,CUST-011008,NVA-TXT-0010,PORTUGAL,2024-04-12,2024-04-16,Express,1,424.79,0.00,424.79,0.0000,424.79,51.27,0.00,0,424.79,373.52
ORD-012668,LINE-022834,2024-10-14,CUST-012579,NVA-FUR-0065,FRANCE,2024-10-15,2024-10-17,Premium,1,857.74,0.10,857.74,85.7740,771.97,346.09,0.00,0,771.97,425.88
ORD-012668,LINE-022835,2024-10-14,CUST-012579,NVA-TXT-0006,FRANCE,2024-10-15,2024-10-17,Premium,1,917.15,0.07,917.15,64.2005,852.95,68.76,0.00,0,852.95,784.19
ORD-012669,LINE-022836,2024-02-25,CUST-017794,NVA-DEC-0092,SPAIN,2024-02-27,2024-03-02,Standard,1,269.91,0.09,269.91,24.2919,245.62,19.66,0.00,0,245.62,225.96
ORD-012670,LINE-022837,2024-04-24,CUST-000980,NVA-FUR-0043,FRANCE,2024-04-25,2024-04-30,Standard,1,205.19,0.00,205.19,0.0000,205.19,153.07,0.00,0,205.19,52.12
ORD-012671,LINE-022838,2024-03-27,CUST-000094,NVA-LGT-0029,FRANCE,2024-03-28,2024-03-31,Standard,1,227.28,0.08,227.28,18.1824,209.10,67.28,0.00,0,209.10,141.82
ORD-012671,LINE-022839,2024-03-27,CUST-000094,NVA-LGT-0061,FRANCE,2024-03-28,2024-03-31,Standard,1,132.14,0.00,132.14,0.0000,132.14,50.31,0.00,0,132.14,81.83
ORD-012672,LINE-022840,2024-08-02,CUST-008019,NVA-FUR-0091,FRANCE,2024-08-03,2024-08-05,Standard,1,449.55,0.03,449.55,13.4865,436.06,282.52,0.00,0,436.06,153.54
ORD-012673,LINE-022841,2024-07-14,CUST-018248,NVA-TXT-0011,SPAIN,2024-07-15,2024-07-21,Premium,1,138.62,0.21,138.62,29.1102,109.51,24.31,0.00,0,109.51,85.20
ORD-012674,LINE-022842,2024-05-04,CUST-011111,NVA-FUR-0085,FRANCE,2024-05-05,2024-05-08,Standard,1,587.82,0.08,587.82,47.0256,540.79,334.67,0.00,0,540.79,206.12
ORD-012675,LINE-022843,2024-09-16,CUST-010363,NVA-FUR-0035,FRANCE,2024-09-17,2024-09-22,Standard,1,328.55,0.00,328.55,0.0000,328.55,178.90,0.00,0,328.55,149.65
ORD-012675,LINE-022844,2024-09-16,CUST-010363,NVA-TXT-0010,FRANCE,2024-09-17,2024-09-22,Standard,1,490.47,0.00,490.47,0.0000,490.47,51.27,490.47,1,0.00,-51.27
ORD-012675,LINE-022845,2024-09-16,CUST-010363,NVA-DEC-0058,FRANCE,2024-09-17,2024-09-22,Standard,1,191.06,0.09,191.06,17.1954,173.86,13.00,0.00,0,173.86,160.86
ORD-012676,LINE-022846,2024-07-08,CUST-012370,NVA-FUR-0069,FRANCE,2024-07-10,2024-07-13,Standard,1,1624.60,0.13,1624.60,211.1980,1413.40,539.84,0.00,0,1413.40,873.56
ORD-012676,LINE-022847,2024-07-08,CUST-012370,NVA-LGT-0032,FRANCE,2024-07-10,2024-07-13,Standard,1,107.34,0.13,107.34,13.9542,93.39,35.30,0.00,0,93.39,58.09
ORD-012676,LINE-022848,2024-07-08,CUST-012370,NVA-FUR-0058,FRANCE,2024-07-10,2024-07-13,Standard,1,1472.90,0.20,1472.90,294.5800,1178.32,650.00,0.00,0,1178.32,528.32
ORD-012676,LINE-022849,2024-07-08,CUST-012370,NVA-TXT-0049,FRANCE,2024-07-10,2024-07-13,Standard,1,89.15,0.19,89.15,16.9385,72.21,15.42,0.00,0,72.21,56.79
ORD-012677,LINE-022850,2024-05-03,CUST-019735,NVA-TXT-0092,FRANCE,2024-05-04,2024-05-09,Express,1,232.84,0.09,232.84,20.9556,211.88,32.35,0.00,0,211.88,179.53
ORD-012677,LINE-022851,2024-05-03,CUST-019735,NVA-TXT-0010,FRANCE,2024-05-04,2024-05-09,Express,1,488.98,0.00,488.98,0.0000,488.98,51.27,488.98,1,0.00,-51.27
ORD-012677,LINE-022852,2024-05-03,CUST-019735,NVA-DEC-0035,FRANCE,2024-05-04,2024-05-09,Express,1,243.04,0.00,243.04,0.0000,243.04,13.82,0.00,0,243.04,229.22
ORD-012678,LINE-022853,2024-07-16,CUST-000697,NVA-DEC-0062,FRANCE,2024-07-17,2024-07-21,Standard,1,112.68,0.00,112.68,0.0000,112.68,10.18,0.00,0,112.68,102.50
ORD-012678,LINE-022854,2024-07-16,CUST-000697,NVA-TXT-0090,FRANCE,2024-07-17,2024-07-21,Standard,1,196.19,0.10,196.19,19.6190,176.57,23.36,0.00,0,176.57,153.21
ORD-012679,LINE-022855,2024-05-06,CUST-005338,NVA-DEC-0072,FRANCE,2024-05-07,2024-05-10,Standard,2,103.20,0.05,206.40,10.3200,196.08,13.72,0.00,0,196.08,182.36
ORD-012680,LINE-022856,2024-04-27,CUST-008104,NVA-DEC-0122,FRANCE,2024-04-28,2024-05-02,Express,2,118.39,0.00,236.78,0.0000,236.78,16.56,0.00,0,236.78,220.22
ORD-012681,LINE-022857,2024-02-29,CUST-013280,NVA-DEC-0103,SPAIN,2024-03-01,2024-03-05,Standard,1,73.53,0.09,73.53,6.6177,66.91,7.07,0.00,0,66.91,59.84
ORD-012682,LINE-022858,2024-11-13,CUST-003132,NVA-KDN-0014,FRANCE,2024-11-15,2024-11-17,Standard,1,318.18,0.20,318.18,63.6360,254.54,32.21,0.00,0,254.54,222.33
ORD-012683,LINE-022859,2024-06-10,CUST-018321,NVA-KDN-0047,FRANCE,2024-06-10,2024-06-13,Standard,1,191.37,0.00,191.37,0.0000,191.37,16.40,0.00,0,191.37,174.97
ORD-012683,LINE-022860,2024-06-10,CUST-018321,NVA-TXT-0039,FRANCE,2024-06-10,2024-06-13,Standard,1,421.86,0.08,421.86,33.7488,388.11,41.46,0.00,0,388.11,346.65
ORD-012684,LINE-022861,2024-11-10,CUST-018135,NVA-DEC-0099,FRANCE,2024-11-11,2024-11-14,Standard,2,299.64,0.22,599.28,131.8416,467.44,43.00,0.00,0,467.44,424.44
ORD-012685,LINE-022862,2024-11-30,CUST-010466,NVA-KDN-0043,FRANCE,2024-12-01,2024-12-04,Premium,1,286.84,0.25,286.84,71.7100,215.13,24.38,0.00,0,215.13,190.75
ORD-012686,LINE-022863,2024-03-31,CUST-005143,NVA-TXT-0009,SPAIN,2024-03-31,2024-04-06,Standard,1,108.15,0.00,108.15,0.0000,108.15,20.45,0.00,0,108.15,87.70
ORD-012686,LINE-022864,2024-03-31,CUST-005143,NVA-DEC-0124,SPAIN,2024-03-31,2024-04-06,Standard,2,453.69,0.05,907.38,45.3690,862.01,55.92,0.00,0,862.01,806.09
ORD-012687,LINE-022865,2024-03-30,CUST-014413,NVA-FUR-0094,FRANCE,2024-04-01,2024-04-04,Standard,1,420.48,0.08,420.48,33.6384,386.84,281.69,0.00,0,386.84,105.15
ORD-012687,LINE-022866,2024-03-30,CUST-014413,NVA-DEC-0034,FRANCE,2024-04-01,2024-04-04,Standard,1,341.70,0.03,341.70,10.2510,331.45,19.37,0.00,0,331.45,312.08
ORD-012687,LINE-022867,2024-03-30,CUST-014413,NVA-FUR-0032,FRANCE,2024-04-01,2024-04-04,Standard,2,415.92,0.00,831.84,0.0000,831.84,455.08,0.00,0,831.84,376.76
ORD-012688,LINE-022868,2024-01-24,CUST-018101,NVA-DEC-0040,PORTUGAL,2024-01-25,2024-01-31,Standard,1,191.09,0.15,191.09,28.6635,162.43,14.45,0.00,0,162.43,147.98
ORD-012688,LINE-022869,2024-01-24,CUST-018101,NVA-DEC-0053,PORTUGAL,2024-01-25,2024-01-31,Standard,1,150.18,0.21,150.18,31.5378,118.64,13.10,0.00,0,118.64,105.54
ORD-012689,LINE-022870,2024-09-04,CUST-015345,NVA-TXT-0024,FRANCE,2024-09-05,2024-09-10,Standard,1,116.03,0.10,116.03,11.6030,104.43,13.69,0.00,0,104.43,90.74
ORD-012689,LINE-022871,2024-09-04,CUST-015345,NVA-TXT-0087,FRANCE,2024-09-05,2024-09-10,Standard,1,212.51,0.00,212.51,0.0000,212.51,24.80,0.00,0,212.51,187.71
ORD-012689,LINE-022872,2024-09-04,CUST-015345,NVA-TXT-0068,FRANCE,2024-09-05,2024-09-10,Standard,1,60.62,0.00,60.62,0.0000,60.62,10.43,0.00,0,60.62,50.19
ORD-012690,LINE-022873,2024-09-05,CUST-018879,NVA-DEC-0109,FRANCE,2024-09-06,2024-09-10,Express,1,398.78,0.04,398.78,15.9512,382.83,21.87,0.00,0,382.83,360.96
ORD-012691,LINE-022874,2024-05-26,CUST-005383,NVA-FUR-0008,FRANCE,2024-05-27,2024-05-30,Premium,1,477.26,0.00,477.26,0.0000,477.26,301.13,477.26,1,0.00,-301.13
ORD-012692,LINE-022875,2024-07-14,CUST-003211,NVA-FUR-0071,PORTUGAL,2024-07-15,2024-07-19,Standard,1,276.62,0.15,276.62,41.4930,235.13,200.98,0.00,0,235.13,34.15
ORD-012693,LINE-022876,2024-05-04,CUST-002843,NVA-TXT-0066,SPAIN,2024-05-05,2024-05-10,Standard,1,162.79,0.03,162.79,4.8837,157.91,21.13,0.00,0,157.91,136.78
ORD-012693,LINE-022877,2024-05-04,CUST-002843,NVA-DEC-0022,SPAIN,2024-05-05,2024-05-10,Standard,1,273.06,0.00,273.06,0.0000,273.06,14.49,273.06,1,0.00,-14.49
ORD-012694,LINE-022878,2024-08-29,CUST-010003,NVA-FUR-0010,FRANCE,2024-08-30,2024-09-03,Standard,1,759.30,0.00,759.30,0.0000,759.30,455.52,759.30,1,0.00,-455.52
ORD-012695,LINE-022879,2024-01-13,CUST-011868,NVA-KDN-0044,PORTUGAL,2024-01-14,2024-01-18,Standard,2,601.04,0.28,1202.08,336.5824,865.50,73.30,0.00,0,865.50,792.20
ORD-012695,LINE-022880,2024-01-13,CUST-011868,NVA-KDN-0054,PORTUGAL,2024-01-14,2024-01-18,Standard,1,149.05,0.15,149.05,22.3575,126.69,16.46,0.00,0,126.69,110.23
ORD-012696,LINE-022881,2024-11-27,CUST-016624,NVA-DEC-0089,FRANCE,2024-11-29,2024-12-04,Express,3,113.17,0.19,339.51,64.5069,275.00,24.69,0.00,0,275.00,250.31
ORD-012697,LINE-022882,2024-08-25,CUST-011958,NVA-TXT-0016,SPAIN,2024-08-27,2024-08-31,Standard,1,150.55,0.07,150.55,10.5385,140.01,20.68,0.00,0,140.01,119.33
ORD-012697,LINE-022883,2024-08-25,CUST-011958,NVA-DEC-0017,SPAIN,2024-08-27,2024-08-31,Standard,1,244.67,0.05,244.67,12.2335,232.44,17.48,0.00,0,232.44,214.96
ORD-012697,LINE-022884,2024-08-25,CUST-011958,NVA-DEC-0114,SPAIN,2024-08-27,2024-08-31,Standard,1,148.03,0.00,148.03,0.0000,148.03,13.64,0.00,0,148.03,134.39
ORD-012697,LINE-022885,2024-08-25,CUST-011958,NVA-DEC-0041,SPAIN,2024-08-27,2024-08-31,Standard,1,108.26,0.00,108.26,0.0000,108.26,11.76,0.00,0,108.26,96.50
ORD-012698,LINE-022886,2024-04-26,CUST-011920,NVA-FUR-0093,FRANCE,2024-04-27,2024-05-02,Standard,1,773.26,0.00,773.26,0.0000,773.26,356.48,0.00,0,773.26,416.78
ORD-012698,LINE-022887,2024-04-26,CUST-011920,NVA-FUR-0043,FRANCE,2024-04-27,2024-05-02,Standard,1,193.95,0.04,193.95,7.7580,186.19,153.07,0.00,0,186.19,33.12
ORD-012698,LINE-022888,2024-04-26,CUST-011920,NVA-FUR-0005,FRANCE,2024-04-27,2024-05-02,Standard,2,613.98,0.00,1227.96,0.0000,1227.96,724.06,0.00,0,1227.96,503.90
ORD-012698,LINE-022889,2024-04-26,CUST-011920,NVA-TXT-0071,FRANCE,2024-04-27,2024-05-02,Standard,1,320.09,0.00,320.09,0.0000,320.09,41.95,0.00,0,320.09,278.14
ORD-012699,LINE-022890,2024-05-21,CUST-002009,NVA-DEC-0116,FRANCE,2024-05-23,2024-05-28,Express,2,400.91,0.00,801.82,0.0000,801.82,42.38,0.00,0,801.82,759.44
ORD-012699,LINE-022891,2024-05-21,CUST-002009,NVA-TXT-0071,FRANCE,2024-05-23,2024-05-28,Express,2,315.58,0.09,631.16,56.8044,574.36,83.90,0.00,0,574.36,490.46
ORD-012700,LINE-022892,2024-06-24,CUST-009489,NVA-FUR-0091,PORTUGAL,2024-06-26,2024-06-29,Standard,1,448.47,0.25,448.47,112.1175,336.35,282.52,0.00,0,336.35,53.83
ORD-012701,LINE-022893,2024-12-01,CUST-018790,NVA-KDN-0049,FRANCE,2024-12-02,2024-12-05,Standard,1,325.93,0.20,325.93,65.1860,260.74,27.23,0.00,0,260.74,233.51
ORD-012701,LINE-022894,2024-12-01,CUST-018790,NVA-DEC-0062,FRANCE,2024-12-02,2024-12-05,Standard,1,108.11,0.15,108.11,16.2165,91.89,10.18,0.00,0,91.89,81.71
ORD-012702,LINE-022895,2024-11-18,CUST-004215,NVA-KDN-0016,FRANCE,2024-11-18,2024-11-23,Standard,1,1087.03,0.17,1087.03,184.7951,902.23,55.06,0.00,0,902.23,847.17
ORD-012702,LINE-022896,2024-11-18,CUST-004215,NVA-TXT-0011,FRANCE,2024-11-18,2024-11-23,Standard,1,150.35,0.26,150.35,39.0910,111.26,24.31,0.00,0,111.26,86.95
ORD-012703,LINE-022897,2024-03-14,CUST-007776,NVA-KDN-0058,PORTUGAL,2024-03-16,2024-03-21,Standard,2,970.80,0.03,1941.60,58.2480,1883.35,131.48,0.00,0,1883.35,1751.87
ORD-012704,LINE-022898,2024-12-28,CUST-002150,NVA-SEA-0022,PORTUGAL,2024-12-29,2025-01-01,Standard,1,184.82,0.10,184.82,18.4820,166.34,13.95,0.00,0,166.34,152.39
ORD-012705,LINE-022899,2024-02-29,CUST-000715,NVA-FUR-0001,FRANCE,2024-03-02,2024-03-04,Standard,2,407.27,0.00,814.54,0.0000,814.54,535.20,814.54,2,0.00,-535.20
ORD-012706,LINE-022900,2024-05-09,CUST-006610,NVA-LGT-0068,FRANCE,2024-05-11,2024-05-15,Standard,1,119.74,0.00,119.74,0.0000,119.74,46.92,0.00,0,119.74,72.82
ORD-012706,LINE-022901,2024-05-09,CUST-006610,NVA-LGT-0045,FRANCE,2024-05-11,2024-05-15,Standard,1,241.55,0.10,241.55,24.1550,217.40,64.03,0.00,0,217.40,153.37
ORD-012706,LINE-022902,2024-05-09,CUST-006610,NVA-LGT-0029,FRANCE,2024-05-11,2024-05-15,Standard,1,250.08,0.03,250.08,7.5024,242.58,67.28,0.00,0,242.58,175.30
ORD-012706,LINE-022903,2024-05-09,CUST-006610,NVA-DEC-0077,FRANCE,2024-05-11,2024-05-15,Standard,1,199.43,0.00,199.43,0.0000,199.43,14.75,0.00,0,199.43,184.68
ORD-012707,LINE-022904,2024-10-11,CUST-019161,NVA-DEC-0049,FRANCE,2024-10-12,2024-10-15,Standard,2,401.44,0.00,802.88,0.0000,802.88,39.34,0.00,0,802.88,763.54
ORD-012708,LINE-022905,2024-06-18,CUST-003972,NVA-LGT-0055,FRANCE,2024-06-18,2024-06-23,Standard,4,298.57,0.21,1194.28,250.7988,943.48,344.64,0.00,0,943.48,598.84
ORD-012708,LINE-022906,2024-06-18,CUST-003972,NVA-DEC-0053,FRANCE,2024-06-18,2024-06-23,Standard,3,153.71,0.23,461.13,106.0599,355.07,39.30,0.00,0,355.07,315.77
ORD-012708,LINE-022907,2024-06-18,CUST-003972,NVA-LGT-0004,FRANCE,2024-06-18,2024-06-23,Standard,1,127.65,0.17,127.65,21.7005,105.95,36.16,0.00,0,105.95,69.79
ORD-012709,LINE-022908,2024-06-07,CUST-001939,NVA-DEC-0020,FRANCE,2024-06-08,2024-06-11,Standard,1,200.32,0.10,200.32,20.0320,180.29,13.60,180.29,1,0.00,-13.60
ORD-012710,LINE-022909,2024-09-23,CUST-007490,NVA-KDN-0008,PORTUGAL,2024-09-25,2024-10-01,Premium,2,109.38,0.08,218.76,17.5008,201.26,18.36,0.00,0,201.26,182.90
ORD-012711,LINE-022910,2024-07-11,CUST-010960,NVA-DEC-0085,SPAIN,2024-07-12,2024-07-16,Express,1,189.81,0.15,189.81,28.4715,161.34,12.79,0.00,0,161.34,148.55
ORD-012711,LINE-022911,2024-07-11,CUST-010960,NVA-LGT-0029,SPAIN,2024-07-12,2024-07-16,Express,1,276.19,0.16,276.19,44.1904,232.00,67.28,0.00,0,232.00,164.72
ORD-012712,LINE-022912,2024-07-22,CUST-005022,NVA-DEC-0105,FRANCE,2024-07-22,2024-07-25,Standard,3,810.60,0.07,2431.80,170.2260,2261.57,95.46,0.00,0,2261.57,2166.11
ORD-012712,LINE-022913,2024-07-22,CUST-005022,NVA-DEC-0065,FRANCE,2024-07-22,2024-07-25,Standard,1,281.85,0.00,281.85,0.0000,281.85,16.01,0.00,0,281.85,265.84
ORD-012713,LINE-022914,2024-09-30,CUST-011371,NVA-FUR-0046,FRANCE,2024-09-30,2024-10-04,Express,1,335.31,0.00,335.31,0.0000,335.31,190.20,0.00,0,335.31,145.11
ORD-012713,LINE-022915,2024-09-30,CUST-011371,NVA-LGT-0060,FRANCE,2024-09-30,2024-10-04,Express,1,410.77,0.00,410.77,0.0000,410.77,80.68,0.00,0,410.77,330.09
ORD-012713,LINE-022916,2024-09-30,CUST-011371,NVA-FUR-0008,FRANCE,2024-09-30,2024-10-04,Express,2,518.71,0.00,1037.42,0.0000,1037.42,602.26,1037.42,2,0.00,-602.26
ORD-012714,LINE-022917,2024-01-04,CUST-009367,NVA-FUR-0058,PORTUGAL,2024-01-06,2024-01-12,Standard,2,1387.27,0.26,2774.54,721.3804,2053.16,1300.00,0.00,0,2053.16,753.16
ORD-012715,LINE-022918,2024-10-04,CUST-011936,NVA-DEC-0040,FRANCE,2024-10-05,2024-10-09,Standard,1,187.46,0.09,187.46,16.8714,170.59,14.45,0.00,0,170.59,156.14
ORD-012715,LINE-022919,2024-10-04,CUST-011936,NVA-DEC-0120,FRANCE,2024-10-05,2024-10-09,Standard,1,158.19,0.00,158.19,0.0000,158.19,10.92,0.00,0,158.19,147.27
ORD-012715,LINE-022920,2024-10-04,CUST-011936,NVA-LGT-0055,FRANCE,2024-10-05,2024-10-09,Standard,2,311.01,0.00,622.02,0.0000,622.02,172.32,0.00,0,622.02,449.70
ORD-012715,LINE-022921,2024-10-04,CUST-011936,NVA-DEC-0090,FRANCE,2024-10-05,2024-10-09,Standard,2,925.72,0.09,1851.44,166.6296,1684.81,81.06,0.00,0,1684.81,1603.75
ORD-012715,LINE-022922,2024-10-04,CUST-011936,NVA-LGT-0010,FRANCE,2024-10-05,2024-10-09,Standard,1,195.94,0.00,195.94,0.0000,195.94,48.99,0.00,0,195.94,146.95
ORD-012716,LINE-022923,2024-08-05,CUST-018553,NVA-DEC-0088,FRANCE,2024-08-06,2024-08-10,Standard,1,187.17,0.09,187.17,16.8453,170.32,11.73,0.00,0,170.32,158.59
