Return_ID,Order_ID,Order_Line_ID,Return_Date,Return_Reason,Return_Amount,Return_Quantity
RET-002181,ORD-029463,LINE-053111,2025-02-18,Customer Changed Mind,426.7,2
RET-002182,ORD-021112,LINE-038102,2025-06-08,Damaged Product,160.16,1
RET-002183,ORD-020690,LINE-037336,2025-02-20,Customer Changed Mind,411.74,1
RET-002184,ORD-019684,LINE-035527,2025-04-04,Customer Changed Mind,259.48,1
RET-002185,ORD-024080,LINE-043410,2025-08-05,Customer Changed Mind,331.1,1
RET-002186,ORD-017915,LINE-032303,2025-04-16,Product Not As Expected,498.68,2
RET-002187,ORD-025669,LINE-046206,2025-07-04,Customer Changed Mind,511.09,1
RET-002188,ORD-029446,LINE-053079,2025-03-20,Product Not As Expected,135.27,1
RET-002189,ORD-013809,LINE-024849,2025-09-15,Wrong Product,462.6,1
RET-002190,ORD-019393,LINE-034983,2025-02-17,Wrong Product,127.81,1
RET-002191,ORD-021432,LINE-038684,2025-09-06,Product Not As Expected,253.7,1
RET-002192,ORD-022427,LINE-040523,2025-06-28,Customer Changed Mind,479.96,1
RET-002193,ORD-025339,LINE-045641,2025-02-24,Customer Changed Mind,431.58,1
RET-002194,ORD-021933,LINE-039598,2025-05-17,Delivery Issue,189.49,1
RET-002195,ORD-018110,LINE-032668,2025-12-20,Delivery Issue,74.82,1
RET-002196,ORD-021395,LINE-038612,2025-12-15,Product Not As Expected,374.48,1
RET-002197,ORD-026691,LINE-048077,2025-06-10,Product Not As Expected,273.11,1
RET-002198,ORD-022747,LINE-041087,2025-12-22,Product Not As Expected,75.97,1
RET-002199,ORD-029356,LINE-052911,2025-03-10,Damaged Product,229.49,1
RET-002200,ORD-024504,LINE-044176,2025-10-15,Product Not As Expected,185.05,1
RET-002201,ORD-018080,LINE-032606,2025-10-21,Product Not As Expected,1310.79,1
RET-002202,ORD-020982,LINE-037853,2025-06-14,Wrong Product,226.61,1
RET-002203,ORD-028723,LINE-051764,2025-06-18,Wrong Product,344.96,1
RET-002204,ORD-021743,LINE-039249,2026-01-03,Damaged Product,1444.73,1
RET-002205,ORD-016094,LINE-029008,2025-05-18,Delivery Issue,206.69,1
RET-002206,ORD-019653,LINE-035470,2025-05-16,Damaged Product,98.38,1
RET-002207,ORD-022277,LINE-040247,2025-08-04,Product Not As Expected,749.07,3
RET-002208,ORD-016929,LINE-030527,2025-05-07,Product Not As Expected,136.12,1
RET-002209,ORD-019537,LINE-035246,2025-12-31,Product Not As Expected,160.69,1
RET-002210,ORD-016332,LINE-029457,2025-11-25,Customer Changed Mind,147.71,1
RET-002211,ORD-019191,LINE-034613,2025-12-08,Wrong Product,110.43,1
RET-002212,ORD-025065,LINE-045150,2025-12-20,Product Not As Expected,215.96,1
RET-002213,ORD-020666,LINE-037289,2025-09-05,Customer Changed Mind,98.33,1
RET-002214,ORD-022099,LINE-039910,2025-11-28,Damaged Product,120.59,1
RET-002215,ORD-023620,LINE-042605,2025-09-03,Product Not As Expected,2136.5,5
RET-002216,ORD-024773,LINE-044654,2025-08-18,Customer Changed Mind,271.0,1
RET-002217,ORD-024386,LINE-043962,2025-05-23,Wrong Product,573.19,1
RET-002218,ORD-013864,LINE-024956,2025-10-31,Wrong Product,111.49,1
RET-002219,ORD-023747,LINE-042821,2025-12-31,Customer Changed Mind,249.1,3
RET-002220,ORD-027362,LINE-049342,2025-12-30,Product Not As Expected,106.37,1
RET-002221,ORD-017975,LINE-032416,2025-02-25,Damaged Product,665.7,2
RET-002222,ORD-015074,LINE-027151,2025-12-05,Product Not As Expected,79.26,1
RET-002223,ORD-028393,LINE-051167,2025-03-26,Delivery Issue,209.6,1
RET-002224,ORD-021766,LINE-039290,2025-07-16,Product Not As Expected,654.52,1
RET-002225,ORD-029188,LINE-052607,2025-12-09,Customer Changed Mind,204.94,1
RET-002226,ORD-024765,LINE-044642,2025-10-03,Customer Changed Mind,291.88,1
RET-002227,ORD-017019,LINE-030689,2025-12-31,Customer Changed Mind,274.6,1
RET-002228,ORD-015033,LINE-027076,2025-08-18,Product Not As Expected,933.05,1
RET-002229,ORD-016722,LINE-030159,2025-07-21,Customer Changed Mind,501.29,1
RET-002230,ORD-029552,LINE-053268,2025-11-29,Customer Changed Mind,191.89,1
RET-002231,ORD-016752,LINE-030212,2025-02-01,Product Not As Expected,152.69,1
RET-002232,ORD-016736,LINE-030189,2025-12-31,Delivery Issue,447.57,1
RET-002233,ORD-016441,LINE-029657,2025-04-10,Damaged Product,541.08,1
RET-002234,ORD-027454,LINE-049522,2025-11-11,Delivery Issue,287.26,1
RET-002235,ORD-015540,LINE-028009,2025-04-10,Customer Changed Mind,143.58,1
RET-002236,ORD-022619,LINE-040860,2025-12-20,Customer Changed Mind,250.1,1
RET-002237,ORD-015203,LINE-027393,2025-05-21,Customer Changed Mind,233.34,1
RET-002238,ORD-017428,LINE-031411,2025-07-26,Product Not As Expected,402.45,1
RET-002239,ORD-026492,LINE-047696,2025-05-20,Damaged Product,181.24,2
RET-002240,ORD-021160,LINE-038195,2025-02-15,Customer Changed Mind,124.47,1
RET-002241,ORD-019881,LINE-035865,2025-05-21,Product Not As Expected,1734.8,1
RET-002242,ORD-014607,LINE-026282,2025-05-07,Product Not As Expected,425.63,1
RET-002243,ORD-019343,LINE-034889,2025-09-16,Damaged Product,115.14,1
RET-002244,ORD-028648,LINE-051630,2025-10-19,Customer Changed Mind,634.99,2
RET-002245,ORD-017544,LINE-031611,2025-02-11,Customer Changed Mind,179.03,1
RET-002246,ORD-025985,LINE-046796,2025-07-11,Customer Changed Mind,259.6,1
RET-002247,ORD-015227,LINE-027435,2025-11-25,Customer Changed Mind,1847.52,2
RET-002248,ORD-028277,LINE-050959,2025-07-17,Delivery Issue,274.78,1
RET-002249,ORD-023453,LINE-042315,2025-12-04,Damaged Product,238.52,1
RET-002250,ORD-026207,LINE-047198,2025-01-22,Damaged Product,765.14,2
RET-002251,ORD-028131,LINE-050706,2025-05-28,Customer Changed Mind,242.52,1
RET-002252,ORD-027572,LINE-049727,2025-04-22,Product Not As Expected,117.44,1
RET-002253,ORD-019131,LINE-034500,2025-03-12,Damaged Product,1434.9,3
RET-002254,ORD-016546,LINE-029846,2025-12-19,Damaged Product,146.11,1
RET-002255,ORD-015671,LINE-028249,2025-03-21,Product Not As Expected,145.87,1
RET-002256,ORD-013797,LINE-024824,2025-12-31,Product Not As Expected,154.82,1
RET-002257,ORD-024547,LINE-044247,2025-08-31,Customer Changed Mind,560.14,1
RET-002258,ORD-017321,LINE-031233,2025-10-04,Product Not As Expected,371.95,1
RET-002259,ORD-029251,LINE-052724,2025-07-29,Damaged Product,105.15,3
RET-002260,ORD-029708,LINE-053539,2025-08-19,Product Not As Expected,567.89,3
RET-002261,ORD-018766,LINE-033842,2025-12-31,Wrong Product,1156.66,2
RET-002262,ORD-017834,LINE-032138,2025-12-23,Damaged Product,207.12,1
RET-002263,ORD-017411,LINE-031383,2025-06-24,Customer Changed Mind,132.81,1
RET-002264,ORD-022414,LINE-040498,2025-07-24,Product Not As Expected,93.94,1
RET-002265,ORD-015955,LINE-028759,2025-08-28,Customer Changed Mind,188.07,1
RET-002266,ORD-017921,LINE-032319,2025-08-16,Customer Changed Mind,125.02,1
RET-002267,ORD-024635,LINE-044397,2025-10-13,Customer Changed Mind,163.2,1
RET-002268,ORD-020988,LINE-037862,2025-10-07,Wrong Product,610.59,1
RET-002269,ORD-017100,LINE-030837,2025-12-29,Wrong Product,740.98,3
RET-002270,ORD-020835,LINE-037596,2025-05-25,Damaged Product,554.36,1
RET-002271,ORD-023479,LINE-042358,2025-11-01,Product Not As Expected,50.94,1
RET-002272,ORD-029820,LINE-053755,2025-02-18,Customer Changed Mind,333.6,2
RET-002273,ORD-019202,LINE-034635,2025-03-16,Product Not As Expected,425.82,1
RET-002274,ORD-025945,LINE-046713,2025-03-08,Delivery Issue,186.44,2
RET-002275,ORD-018446,LINE-033272,2025-12-25,Damaged Product,489.15,2
RET-002276,ORD-023562,LINE-042503,2025-12-24,Delivery Issue,118.32,1
RET-002277,ORD-021286,LINE-038417,2025-12-31,Delivery Issue,182.29,1
RET-002278,ORD-027125,LINE-048885,2025-08-02,Customer Changed Mind,75.87,1
RET-002279,ORD-024713,LINE-044543,2025-03-09,Product Not As Expected,476.15,1
RET-002280,ORD-016517,LINE-029796,2025-10-04,Delivery Issue,186.53,1
RET-002281,ORD-029252,LINE-052726,2025-07-11,Customer Changed Mind,295.89,1
RET-002282,ORD-018531,LINE-033426,2025-11-11,Delivery Issue,572.34,1
RET-002283,ORD-026007,LINE-046834,2025-03-25,Customer Changed Mind,199.39,1
RET-002284,ORD-023660,LINE-042672,2025-03-04,Product Not As Expected,67.8,1
RET-002285,ORD-024917,LINE-044894,2025-05-19,Wrong Product,878.1,1
RET-002286,ORD-030205,LINE-054476,2025-08-06,Product Not As Expected,370.69,1
RET-002287,ORD-021695,LINE-039169,2025-09-30,Damaged Product,88.59,1
RET-002288,ORD-025690,LINE-046252,2025-07-18,Product Not As Expected,158.28,1
RET-002289,ORD-022331,LINE-040344,2025-11-21,Customer Changed Mind,62.78,2
RET-002290,ORD-030200,LINE-054467,2025-04-19,Product Not As Expected,332.24,1
RET-002291,ORD-027692,LINE-049937,2025-07-18,Product Not As Expected,1457.21,1
RET-002292,ORD-021037,LINE-037958,2025-02-27,Wrong Product,373.78,1
RET-002293,ORD-024459,LINE-044092,2025-12-05,Customer Changed Mind,207.32,2
RET-002294,ORD-029341,LINE-052890,2025-05-21,Customer Changed Mind,248.95,1
RET-002295,ORD-029694,LINE-053511,2025-07-10,Wrong Product,144.4,1
RET-002296,ORD-023261,LINE-042001,2025-10-09,Product Not As Expected,311.11,1
RET-002297,ORD-023185,LINE-041864,2025-10-23,Damaged Product,237.49,1
RET-002298,ORD-023349,LINE-042158,2025-08-09,Customer Changed Mind,146.73,2
RET-002299,ORD-028469,LINE-051305,2025-10-30,Customer Changed Mind,403.16,2
RET-002300,ORD-022298,LINE-040285,2025-02-17,Product Not As Expected,411.96,1
RET-002301,ORD-030077,LINE-054242,2025-02-06,Product Not As Expected,307.33,1
RET-002302,ORD-020867,LINE-037652,2025-05-23,Product Not As Expected,525.34,1
RET-002303,ORD-017585,LINE-031688,2025-01-29,Customer Changed Mind,183.28,2
RET-002304,ORD-029280,LINE-052774,2025-03-23,Customer Changed Mind,161.09,1
RET-002305,ORD-014086,LINE-025358,2026-01-03,Damaged Product,379.21,2
RET-002306,ORD-014986,LINE-026997,2025-12-12,Customer Changed Mind,106.38,1
RET-002307,ORD-019836,LINE-035794,2025-04-09,Wrong Product,387.05,1
RET-002308,ORD-018645,LINE-033633,2025-01-31,Delivery Issue,276.91,1
RET-002309,ORD-020000,LINE-036075,2025-07-31,Product Not As Expected,721.86,3
RET-002310,ORD-026914,LINE-048481,2025-09-04,Customer Changed Mind,432.4,1
RET-002311,ORD-022899,LINE-041352,2025-12-31,Delivery Issue,1125.46,2
RET-002312,ORD-014782,LINE-026607,2025-02-25,Customer Changed Mind,471.48,1
RET-002313,ORD-018598,LINE-033548,2025-03-31,Customer Changed Mind,159.97,1
RET-002314,ORD-022353,LINE-040379,2025-09-27,Customer Changed Mind,1160.14,3
RET-002315,ORD-028317,LINE-051039,2025-08-14,Customer Changed Mind,45.18,1
RET-002316,ORD-030003,LINE-054101,2025-12-31,Customer Changed Mind,384.76,1
RET-002317,ORD-018215,LINE-032841,2025-12-24,Customer Changed Mind,340.37,1
RET-002318,ORD-015253,LINE-027481,2025-07-13,Customer Changed Mind,385.56,1
RET-002319,ORD-015320,LINE-027603,2025-04-05,Delivery Issue,316.99,1
RET-002320,ORD-027274,LINE-049178,2025-09-21,Damaged Product,44.08,1
RET-002321,ORD-014493,LINE-026059,2025-07-12,Customer Changed Mind,715.57,3
RET-002322,ORD-014706,LINE-026466,2025-12-10,Damaged Product,257.7,1
RET-002323,ORD-016023,LINE-028875,2025-12-04,Damaged Product,258.94,1
RET-002324,ORD-026529,LINE-047770,2025-07-15,Damaged Product,372.64,1
RET-002325,ORD-014549,LINE-026166,2025-03-31,Customer Changed Mind,522.63,1
RET-002326,ORD-017695,LINE-031898,2025-11-30,Customer Changed Mind,253.55,1
RET-002327,ORD-014929,LINE-026892,2025-11-30,Damaged Product,298.52,1
RET-002328,ORD-028413,LINE-051208,2025-01-14,Damaged Product,385.6,4
RET-002329,ORD-023774,LINE-042869,2025-09-05,Product Not As Expected,526.97,1
RET-002330,ORD-029756,LINE-053625,2025-09-15,Damaged Product,1072.04,1
RET-002331,ORD-025096,LINE-045202,2025-11-23,Customer Changed Mind,140.97,1
RET-002332,ORD-017207,LINE-031031,2025-07-03,Product Not As Expected,350.12,2
RET-002333,ORD-027663,LINE-049888,2025-05-02,Customer Changed Mind,279.12,1
RET-002334,ORD-014828,LINE-026704,2025-02-11,Product Not As Expected,101.25,1
RET-002335,ORD-020532,LINE-037037,2025-12-16,Customer Changed Mind,344.17,1
RET-002336,ORD-026683,LINE-048063,2025-12-31,Customer Changed Mind,87.56,1
RET-002337,ORD-024019,LINE-043305,2025-12-31,Delivery Issue,1415.27,2
RET-002338,ORD-029928,LINE-053969,2025-06-27,Delivery Issue,633.01,1
RET-002339,ORD-027184,LINE-049008,2025-01-13,Product Not As Expected,373.43,2
RET-002340,ORD-029609,LINE-053366,2025-09-19,Product Not As Expected,374.95,1
RET-002341,ORD-024355,LINE-043920,2025-12-31,Product Not As Expected,185.21,1
RET-002342,ORD-018336,LINE-033079,2025-01-27,Damaged Product,136.39,1
RET-002343,ORD-027563,LINE-049708,2025-11-24,Wrong Product,870.94,2
RET-002344,ORD-017305,LINE-031200,2025-12-31,Product Not As Expected,844.78,2
RET-002345,ORD-016794,LINE-030284,2025-12-14,Product Not As Expected,319.07,1
RET-002346,ORD-017774,LINE-032034,2025-10-03,Delivery Issue,105.35,1
RET-002347,ORD-022919,LINE-041392,2025-09-02,Wrong Product,681.61,1
RET-002348,ORD-025336,LINE-045632,2025-12-31,Wrong Product,203.82,1
RET-002349,ORD-022583,LINE-040796,2025-02-17,Damaged Product,968.48,1
RET-002350,ORD-018779,LINE-033861,2025-02-04,Customer Changed Mind,380.78,1
RET-002351,ORD-019022,LINE-034310,2025-03-01,Product Not As Expected,358.27,1
RET-002352,ORD-022910,LINE-041369,2025-12-07,Product Not As Expected,267.42,2
RET-002353,ORD-022401,LINE-040470,2025-02-03,Delivery Issue,232.23,1
RET-002354,ORD-024581,LINE-044307,2025-12-28,Wrong Product,649.38,1
RET-002355,ORD-019682,LINE-035525,2025-08-03,Product Not As Expected,273.7,1
RET-002356,ORD-025688,LINE-046248,2025-08-30,Damaged Product,192.8,1
RET-002357,ORD-022969,LINE-041485,2025-12-31,Customer Changed Mind,169.47,1
RET-002358,ORD-027196,LINE-049031,2025-10-14,Damaged Product,282.95,2
RET-002359,ORD-021099,LINE-038081,2025-04-02,Customer Changed Mind,206.15,1
RET-002360,ORD-023365,LINE-042184,2025-12-31,Wrong Product,845.38,2
RET-002361,ORD-015196,LINE-027381,2025-03-20,Customer Changed Mind,614.26,1
RET-002362,ORD-029611,LINE-053369,2025-04-28,Product Not As Expected,517.61,1
RET-002363,ORD-023525,LINE-042441,2025-10-14,Customer Changed Mind,229.23,1
RET-002364,ORD-018054,LINE-032566,2025-12-13,Product Not As Expected,83.97,1
RET-002365,ORD-018381,LINE-033158,2025-11-20,Damaged Product,683.5,5
RET-002366,ORD-029452,LINE-053094,2025-06-30,Customer Changed Mind,226.62,2
RET-002367,ORD-014179,LINE-025510,2025-12-16,Delivery Issue,383.86,1
RET-002368,ORD-022619,LINE-040858,2025-12-19,Customer Changed Mind,147.39,1
RET-002369,ORD-026808,LINE-048287,2025-12-31,Customer Changed Mind,430.12,1
RET-002370,ORD-029633,LINE-053408,2025-06-18,Customer Changed Mind,2529.48,3
RET-002371,ORD-025965,LINE-046754,2025-12-24,Delivery Issue,198.39,1
RET-002372,ORD-027128,LINE-048894,2025-10-07,Customer Changed Mind,1206.96,1
RET-002373,ORD-014967,LINE-026967,2025-11-29,Damaged Product,764.98,4
RET-002374,ORD-022591,LINE-040809,2025-12-18,Product Not As Expected,92.17,1
RET-002375,ORD-028076,LINE-050602,2025-06-26,Product Not As Expected,231.2,2
RET-002376,ORD-025162,LINE-045314,2026-01-03,Product Not As Expected,231.05,2
RET-002377,ORD-014455,LINE-025996,2025-10-03,Product Not As Expected,183.68,1
RET-002378,ORD-026292,LINE-047335,2025-12-09,Customer Changed Mind,135.25,1
RET-002379,ORD-029360,LINE-052921,2025-04-25,Damaged Product,221.52,2
RET-002380,ORD-029103,LINE-052450,2025-11-08,Product Not As Expected,505.88,3
RET-002381,ORD-024498,LINE-044164,2025-04-02,Product Not As Expected,157.82,1
RET-002382,ORD-015627,LINE-028164,2025-08-25,Customer Changed Mind,548.21,3
RET-002383,ORD-015393,LINE-027739,2025-03-17,Customer Changed Mind,169.97,1
RET-002384,ORD-030037,LINE-054170,2025-05-04,Damaged Product,177.1,1
RET-002385,ORD-029807,LINE-053729,2025-07-24,Damaged Product,414.54,1
RET-002386,ORD-029122,LINE-052489,2025-07-13,Damaged Product,235.37,1
RET-002387,ORD-014444,LINE-025973,2026-01-04,Damaged Product,225.58,1
RET-002388,ORD-027948,LINE-050365,2025-11-17,Product Not As Expected,92.61,1
RET-002389,ORD-028666,LINE-051660,2025-06-17,Product Not As Expected,438.29,1
RET-002390,ORD-029005,LINE-052272,2025-07-07,Damaged Product,503.5,1
RET-002391,ORD-027029,LINE-048693,2025-12-11,Customer Changed Mind,341.43,1
RET-002392,ORD-026289,LINE-047331,2025-12-18,Damaged Product,154.44,1
RET-002393,ORD-026065,LINE-046943,2025-12-23,Product Not As Expected,184.7,1
RET-002394,ORD-027741,LINE-050017,2025-11-28,Product Not As Expected,280.57,1
RET-002395,ORD-025031,LINE-045093,2025-07-02,Customer Changed Mind,277.35,1
RET-002396,ORD-026176,LINE-047145,2025-04-21,Damaged Product,354.79,1
RET-002397,ORD-014885,LINE-026810,2025-10-24,Damaged Product,206.52,1
RET-002398,ORD-016769,LINE-030242,2025-12-25,Customer Changed Mind,645.87,1
RET-002399,ORD-015658,LINE-028225,2025-12-31,Product Not As Expected,246.55,1
RET-002400,ORD-014899,LINE-026837,2025-11-01,Wrong Product,101.86,1
RET-002401,ORD-028399,LINE-051175,2025-02-28,Wrong Product,1226.43,1
RET-002402,ORD-024033,LINE-043326,2025-04-23,Product Not As Expected,1026.68,2
RET-002403,ORD-016661,LINE-030047,2025-07-28,Delivery Issue,1005.0,1
RET-002404,ORD-023254,LINE-041989,2025-10-23,Product Not As Expected,213.37,1
RET-002405,ORD-017979,LINE-032422,2025-05-13,Delivery Issue,213.65,1
RET-002406,ORD-018967,LINE-034205,2025-05-30,Delivery Issue,320.97,1
RET-002407,ORD-026314,LINE-047375,2025-05-06,Delivery Issue,124.19,1
RET-002408,ORD-018640,LINE-033623,2025-05-24,Customer Changed Mind,566.86,1
RET-002409,ORD-019802,LINE-035739,2025-06-18,Wrong Product,574.88,1
RET-002410,ORD-018850,LINE-033987,2025-03-21,Product Not As Expected,260.19,1
RET-002411,ORD-029553,LINE-053269,2025-12-31,Product Not As Expected,96.58,1
RET-002412,ORD-016068,LINE-028955,2025-09-02,Delivery Issue,229.06,2
RET-002413,ORD-027049,LINE-048739,2025-04-14,Customer Changed Mind,511.43,1
RET-002414,ORD-018479,LINE-033330,2025-08-15,Delivery Issue,1267.28,3
RET-002415,ORD-025612,LINE-046111,2025-11-11,Customer Changed Mind,238.81,1
RET-002416,ORD-026002,LINE-046824,2025-09-21,Delivery Issue,141.13,1
RET-002417,ORD-014140,LINE-025447,2025-04-05,Customer Changed Mind,88.56,1
RET-002418,ORD-021982,LINE-039686,2025-10-22,Product Not As Expected,311.33,1
RET-002419,ORD-016719,LINE-030153,2025-07-05,Wrong Product,170.7,1
RET-002420,ORD-022428,LINE-040525,2025-06-06,Delivery Issue,102.09,1
RET-002421,ORD-016283,LINE-029361,2025-02-25,Delivery Issue,229.97,1
RET-002422,ORD-018615,LINE-033577,2025-12-31,Product Not As Expected,136.9,1
RET-002423,ORD-021685,LINE-039148,2025-10-01,Damaged Product,214.16,1
RET-002424,ORD-021002,LINE-037891,2025-07-13,Customer Changed Mind,267.39,1
RET-002425,ORD-025217,LINE-045406,2025-12-31,Delivery Issue,258.28,2
RET-002426,ORD-024329,LINE-043876,2025-11-02,Customer Changed Mind,297.53,1
RET-002427,ORD-016679,LINE-030079,2025-09-18,Customer Changed Mind,382.76,2
RET-002428,ORD-018517,LINE-033401,2025-08-11,Customer Changed Mind,1192.59,2
RET-002429,ORD-013822,LINE-024877,2025-09-20,Customer Changed Mind,875.62,1
RET-002430,ORD-020363,LINE-036733,2025-12-31,Wrong Product,169.26,1
RET-002431,ORD-029343,LINE-052892,2026-01-06,Delivery Issue,218.45,1
RET-002432,ORD-019824,LINE-035776,2025-08-06,Product Not As Expected,420.95,2
RET-002433,ORD-024167,LINE-043566,2025-09-10,Customer Changed Mind,387.43,1
RET-002434,ORD-028895,LINE-052077,2025-07-25,Customer Changed Mind,472.92,1
RET-002435,ORD-025034,LINE-045098,2025-03-26,Customer Changed Mind,1239.46,2
RET-002436,ORD-020574,LINE-037109,2025-11-24,Product Not As Expected,236.16,1
RET-002437,ORD-024711,LINE-044539,2025-08-09,Customer Changed Mind,146.38,2
RET-002438,ORD-022833,LINE-041233,2025-01-20,Product Not As Expected,370.64,1
RET-002439,ORD-022656,LINE-040929,2025-12-31,Customer Changed Mind,259.84,1
RET-002440,ORD-028411,LINE-051203,2025-12-21,Product Not As Expected,484.19,1
RET-002441,ORD-017281,LINE-031163,2025-07-17,Customer Changed Mind,318.95,2
RET-002442,ORD-020804,LINE-037539,2025-05-25,Product Not As Expected,135.65,1
RET-002443,ORD-028669,LINE-051667,2025-11-04,Product Not As Expected,46.64,1
RET-002444,ORD-016973,LINE-030607,2025-06-13,Damaged Product,126.12,1
RET-002445,ORD-017121,LINE-030872,2025-06-11,Wrong Product,205.7,1
RET-002446,ORD-013616,LINE-024506,2025-08-06,Delivery Issue,109.81,1
RET-002447,ORD-013841,LINE-024912,2025-10-10,Damaged Product,592.02,1
RET-002448,ORD-017673,LINE-031860,2025-12-26,Delivery Issue,50.2,1
RET-002449,ORD-029851,LINE-053828,2025-12-22,Damaged Product,96.19,1
RET-002450,ORD-023988,LINE-043251,2025-02-02,Customer Changed Mind,108.25,1
RET-002451,ORD-013704,LINE-024656,2025-07-12,Customer Changed Mind,174.13,1
RET-002452,ORD-013833,LINE-024898,2025-03-07,Customer Changed Mind,3185.54,4
RET-002453,ORD-015179,LINE-027354,2025-01-18,Delivery Issue,95.73,1
RET-002454,ORD-014619,LINE-026301,2025-08-06,Damaged Product,232.9,1
RET-002455,ORD-028214,LINE-050852,2025-05-23,Customer Changed Mind,104.69,1
RET-002456,ORD-013935,LINE-025092,2025-02-15,Customer Changed Mind,253.62,1
RET-002457,ORD-015256,LINE-027484,2025-07-19,Customer Changed Mind,300.88,2
RET-002458,ORD-014712,LINE-026479,2025-09-08,Delivery Issue,1636.66,3
RET-002459,ORD-022866,LINE-041297,2025-12-24,Damaged Product,346.76,1
RET-002460,ORD-013823,LINE-024879,2025-08-28,Customer Changed Mind,980.14,1
RET-002461,ORD-023716,LINE-042769,2025-08-15,Damaged Product,550.96,1
RET-002462,ORD-016692,LINE-030107,2025-12-14,Delivery Issue,98.13,1
RET-002463,ORD-018332,LINE-033072,2025-04-22,Customer Changed Mind,409.62,3
RET-002464,ORD-029239,LINE-052701,2025-05-05,Product Not As Expected,289.94,1
RET-002465,ORD-025754,LINE-046366,2025-06-09,Customer Changed Mind,134.6,1
RET-002466,ORD-017643,LINE-031807,2025-11-23,Customer Changed Mind,433.32,1
RET-002467,ORD-018546,LINE-033454,2025-06-13,Product Not As Expected,585.11,2
RET-002468,ORD-027597,LINE-049775,2025-12-29,Product Not As Expected,191.44,1
RET-002469,ORD-023856,LINE-043021,2025-07-15,Product Not As Expected,50.02,1
RET-002470,ORD-023212,LINE-041917,2025-12-03,Damaged Product,463.58,3
RET-002471,ORD-016355,LINE-029500,2025-10-14,Wrong Product,342.04,1
RET-002472,ORD-029928,LINE-053970,2025-07-05,Damaged Product,252.44,2
RET-002473,ORD-015715,LINE-028325,2025-01-25,Product Not As Expected,212.93,1
RET-002474,ORD-024087,LINE-043421,2025-07-18,Delivery Issue,492.38,1
RET-002475,ORD-019349,LINE-034901,2025-10-18,Product Not As Expected,87.91,1
RET-002476,ORD-013813,LINE-024858,2025-11-23,Wrong Product,59.53,1
RET-002477,ORD-021100,LINE-038082,2025-08-17,Damaged Product,465.63,3
RET-002478,ORD-023114,LINE-041747,2025-05-03,Customer Changed Mind,474.95,1
RET-002479,ORD-016611,LINE-029960,2025-05-13,Wrong Product,1011.31,1
RET-002480,ORD-029057,LINE-052367,2025-10-28,Product Not As Expected,290.39,1
RET-002481,ORD-023627,LINE-042618,2025-12-31,Delivery Issue,423.3,1
RET-002482,ORD-022269,LINE-040232,2025-02-27,Wrong Product,505.92,2
RET-002483,ORD-021044,LINE-037974,2025-02-09,Damaged Product,976.57,2
RET-002484,ORD-018036,LINE-032531,2025-04-25,Customer Changed Mind,559.44,1
RET-002485,ORD-015355,LINE-027676,2025-07-17,Delivery Issue,182.78,1
RET-002486,ORD-021652,LINE-039084,2025-12-31,Delivery Issue,419.25,1
RET-002487,ORD-022232,LINE-040166,2025-04-26,Delivery Issue,1010.07,2
RET-002488,ORD-025620,LINE-046129,2025-08-31,Damaged Product,226.58,2
RET-002489,ORD-030211,LINE-054487,2025-10-11,Wrong Product,118.11,1
RET-002490,ORD-016256,LINE-029307,2025-01-28,Delivery Issue,391.78,2
RET-002491,ORD-015186,LINE-027362,2025-06-18,Customer Changed Mind,2114.87,3
RET-002492,ORD-018071,LINE-032594,2025-02-20,Customer Changed Mind,236.49,1
RET-002493,ORD-022619,LINE-040859,2025-12-11,Customer Changed Mind,87.76,1
RET-002494,ORD-021545,LINE-038878,2025-10-25,Product Not As Expected,610.65,1
RET-002495,ORD-016879,LINE-030439,2025-12-15,Customer Changed Mind,401.57,1
RET-002496,ORD-027448,LINE-049509,2025-04-10,Delivery Issue,440.19,1
RET-002497,ORD-017389,LINE-031352,2025-11-22,Damaged Product,282.13,1
RET-002498,ORD-023228,LINE-041946,2026-01-05,Customer Changed Mind,631.63,1
RET-002499,ORD-020980,LINE-037849,2025-08-18,Wrong Product,178.5,1
RET-002500,ORD-018692,LINE-033719,2025-02-27,Customer Changed Mind,225.67,1
RET-002501,ORD-025285,LINE-045532,2025-09-14,Delivery Issue,139.67,1
RET-002502,ORD-022585,LINE-040799,2025-05-10,Customer Changed Mind,569.28,1
RET-002503,ORD-015063,LINE-027134,2025-06-10,Product Not As Expected,253.44,1
RET-002504,ORD-020082,LINE-036225,2025-10-09,Product Not As Expected,577.23,1
RET-002505,ORD-030291,LINE-054629,2025-06-16,Customer Changed Mind,3621.98,2
RET-002506,ORD-017656,LINE-031826,2025-12-31,Delivery Issue,848.75,1
RET-002507,ORD-025849,LINE-046541,2025-11-25,Damaged Product,60.9,1
RET-002508,ORD-028559,LINE-051470,2025-04-08,Customer Changed Mind,106.12,1
RET-002509,ORD-028025,LINE-050505,2025-10-30,Wrong Product,404.86,2
RET-002510,ORD-029245,LINE-052711,2025-09-26,Damaged Product,376.24,1
RET-002511,ORD-023009,LINE-041563,2025-02-16,Customer Changed Mind,1630.85,1
RET-002512,ORD-022910,LINE-041368,2025-12-13,Delivery Issue,201.49,1
RET-002513,ORD-029854,LINE-053835,2025-03-14,Damaged Product,181.63,1
RET-002514,ORD-028433,LINE-051241,2025-06-05,Wrong Product,559.88,2
