Marketing_ID,Date,Country,Channel,Campaign_ID,Campaign_Name,Spend,Impressions,Clicks
MKT-003235,2024-12-25,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,91.13,7886,391
MKT-003236,2024-12-25,Portugal,Google Ads,CAMP-PT-GGL-024,Christmas Search PT,188.76,4261,151
MKT-003237,2024-12-25,Portugal,Meta Ads,CAMP-PT-MTA-044,Christmas Inspiration PT,144.68,7117,153
MKT-003238,2024-12-25,Spain,Email Marketing,CAMP-ES-EML-048,Welcome Series ES,168.96,9347,500
MKT-003239,2024-12-25,Spain,Google Ads,CAMP-ES-GGL-049,Christmas Search ES,380.07,5042,186
MKT-003240,2024-12-25,Spain,Meta Ads,CAMP-ES-MTA-022,Christmas Inspiration ES,256.58,12050,248
MKT-003241,2024-12-26,France,Email Marketing,CAMP-FR-EML-028,Product Launch FR,496.09,25316,1819
MKT-003242,2024-12-26,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,1106.55,17286,786
MKT-003243,2024-12-26,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,1021.66,115551,2679
MKT-003244,2024-12-26,Portugal,Email Marketing,CAMP-PT-EML-033,Newsletter PT,75.93,4122,248
MKT-003245,2024-12-26,Portugal,Google Ads,CAMP-PT-GGL-024,Christmas Search PT,159.74,3338,159
MKT-003246,2024-12-26,Portugal,Meta Ads,CAMP-PT-MTA-044,Christmas Inspiration PT,147.17,9033,176
MKT-003247,2024-12-26,Spain,Email Marketing,CAMP-ES-EML-023,Newsletter ES,169.05,8443,408
MKT-003248,2024-12-26,Spain,Google Ads,CAMP-ES-GGL-049,Christmas Search ES,414.39,6710,195
MKT-003249,2024-12-26,Spain,Meta Ads,CAMP-ES-MTA-022,Christmas Inspiration ES,341.91,12155,287
MKT-003250,2024-12-27,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,616.37,23748,1631
MKT-003251,2024-12-27,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,1130.43,14829,712
MKT-003252,2024-12-27,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,1037.53,51382,992
MKT-003253,2024-12-27,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,88.34,6261,347
MKT-003254,2024-12-27,Portugal,Google Ads,CAMP-PT-GGL-024,Christmas Search PT,190.48,5505,130
MKT-003255,2024-12-27,Portugal,Meta Ads,CAMP-PT-MTA-044,Christmas Inspiration PT,140.06,6724,145
MKT-003256,2024-12-27,Spain,Email Marketing,CAMP-ES-EML-023,Newsletter ES,168.08,7414,506
MKT-003257,2024-12-27,Spain,Google Ads,CAMP-ES-GGL-049,Christmas Search ES,341.46,3954,155
MKT-003258,2024-12-27,Spain,Meta Ads,CAMP-ES-MTA-022,christmas inspiration es,296.82,13161,284
MKT-003259,2024-12-28,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,545.15,21865,1550
MKT-003260,2024-12-28,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,1272.31,35359,974
MKT-003261,2024-12-28,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,934.10,36139,1057
MKT-003262,2024-12-28,Portugal,Email Marketing,CAMP-PT-EML-033,Newsletter PT,85.21,8143,373
MKT-003263,2024-12-28,Portugal,Google Ads,CAMP-PT-GGL-024,Christmas Search PT,173.30,2331,93
MKT-003264,2024-12-28,Portugal,Meta Ads,CAMP-PT-MTA-044,Christmas Inspiration PT,111.32,4522,113
MKT-003265,2024-12-28,Spain,Email Marketing,CAMP-ES-EML-048,Welcome Series ES,173.67,9281,393
MKT-003266,2024-12-28,Spain,Google Ads,CAMP-ES-GGL-049,Christmas Search ES,398.84,5845,246
MKT-003267,2024-12-28,Spain,Meta Ads,CAMP-ES-MTA-022,Christmas Inspiration ES,305.18,13324,216
MKT-003268,2024-12-29,France,Email Marketing,CAMP-FR-EML-042,Newsletter FR,451.83,24615,1477
MKT-003269,2024-12-29,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,1329.13,39500,1180
MKT-003270,2024-12-29,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,903.11,56868,1384
MKT-003271,2024-12-29,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,56.98,3464,178
MKT-003272,2024-12-29,Portugal,Google Ads,CAMP-PT-GGL-024,Christmas Search PT,171.96,3504,133
MKT-003273,2024-12-29,Portugal,Meta Ads,CAMP-PT-MTA-044,Christmas Inspiration PT,130.48,6549,97
MKT-003274,2024-12-29,Spain,Email Marketing,CAMP-ES-EML-023,Newsletter ES,136.49,6683,359
MKT-003275,2024-12-29,Spain,Google Ads,CAMP-ES-GGL-049,Christmas Search ES,309.17,5958,210
MKT-003276,2024-12-29,Spain,Meta Ads,CAMP-ES-MTA-022,Christmas Inspiration ES,299.05,15453,341
MKT-003277,2024-12-30,France,Email Marketing,CAMP-FR-EML-028,Product Launch FR,536.64,22684,1380
MKT-003278,2024-12-30,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,1290.51,28765,1120
MKT-003279,2024-12-30,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,839.41,62563,1193
MKT-003280,2024-12-30,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,75.31,4545,256
MKT-003281,2024-12-30,Portugal,Google Ads,CAMP-PT-GGL-024,Christmas Search PT,161.93,2694,85
MKT-003282,2024-12-30,Portugal,Meta Ads,CAMP-PT-MTA-044,Christmas Inspiration PT,128.50,3917,112
MKT-003283,2024-12-30,Spain,Email Marketing,CAMP-ES-EML-030,Product Launch ES,168.06,18581,852
MKT-003284,2024-12-30,Spain,Google Ads,CAMP-ES-GGL-049,Christmas Search ES,408.99,7105,298
MKT-003285,2024-12-30,Spain,Meta Ads,CAMP-ES-MTA-022,Christmas Inspiration ES,320.79,36361,492
MKT-003286,2024-12-31,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,489.57,19059,1314
MKT-003287,2024-12-31,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,1476.02,22383,875
MKT-003288,2024-12-31,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,904.68,33538,884
MKT-003289,2024-12-31,Portugal,Email Marketing,CAMP-PT-EML-038,Loyal Customer Offer PT,80.02,4003,218
MKT-003290,2024-12-31,Portugal,Google Ads,CAMP-PT-GGL-024,Christmas Search PT,174.90,4897,130
MKT-003291,2024-12-31,Portugal,Meta Ads,CAMP-PT-MTA-044,Christmas Inspiration PT,129.12,17200,342
MKT-003292,2024-12-31,Spain,Email Marketing,CAMP-ES-EML-048,Welcome Series ES,144.04,7115,369
MKT-003293,2024-12-31,Spain,Google Ads,CAMP-ES-GGL-049,Christmas Search ES,348.99,6836,215
MKT-003294,2024-12-31,Spain,Meta Ads,CAMP-ES-MTA-022,Christmas Inspiration ES,303.50,13698,300
MKT-003295,2025-01-01,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,514.85,44405,2026
MKT-003296,2025-01-01,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,1465.95,23500,714
MKT-003297,2025-01-01,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,1099.87,56607,1175
MKT-003298,2025-01-01,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,95.15,5063,259
MKT-003299,2025-01-01,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,160.29,4067,126
MKT-003300,2025-01-01,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,164.96,13979,243
MKT-003301,2025-01-01,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,250.47,15434,707
MKT-003302,2025-01-01,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,390.87,7145,218
MKT-003303,2025-01-01,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,399.46,23927,359
MKT-003304,2025-01-02,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,481.01,32174,2050
MKT-003305,2025-01-02,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,1323.52,21021,894
MKT-003306,2025-01-02,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,936.68,66247,819
MKT-003307,2025-01-02,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,72.99,4395,265
MKT-003308,2025-01-02,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,188.84,2477,107
MKT-003309,2025-01-02,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,141.06,5789,140
MKT-003310,2025-01-02,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,202.11,7003,497
MKT-003311,2025-01-02,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,400.44,4781,192
MKT-003312,2025-01-02,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,316.51,36849,646
MKT-003313,2025-01-03,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,442.62,22729,1248
MKT-003314,2025-01-03,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR ,1238.87,17368,738
MKT-003315,2025-01-03,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,847.58,44171,870
MKT-003316,2025-01-03,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,77.64,3718,270
MKT-003317,2025-01-03,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,190.58,5728,163
MKT-003318,2025-01-03,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,146.70,5643,131
MKT-003319,2025-01-03,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,227.15,20960,1360
MKT-003320,2025-01-03,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,482.31,9652,297
MKT-003321,2025-01-03,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,360.33,18626,370
MKT-003322,2025-01-04,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,468.70,32242,2028
MKT-003323,2025-01-04,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,1175.71,21557,908
MKT-003324,2025-01-04,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,874.83,100771,1811
MKT-003325,2025-01-04,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,77.52,3803,210
MKT-003326,2025-01-04,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,154.41,2150,81
MKT-003327,2025-01-04,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,150.42,6146,126
MKT-003328,2025-01-04,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,194.55,11092,455
MKT-003329,2025-01-04,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,408.10,5794,215
MKT-003330,2025-01-04,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,301.18,30627,419
MKT-003331,2025-01-05,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,393.66,43811,2619
MKT-003332,2025-01-05,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,1134.79,16247,541
MKT-003333,2025-01-05,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,942.50,49326,1180
MKT-003334,2025-01-05,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,84.58,3489,177
MKT-003335,2025-01-05,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,167.90,5086,171
MKT-003336,2025-01-05,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,130.25,6281,121
MKT-003337,2025-01-05,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,198.46,9342,693
MKT-003338,2025-01-05,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,466.99,9237,274
MKT-003339,2025-01-05,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,378.57,13287,296
MKT-003340,2025-01-06,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,545.66,37382,1756
MKT-003341,2025-01-06,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,1397.10,33058,1041
MKT-003342,2025-01-06,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,822.61,55415,1077
MKT-003343,2025-01-06,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,94.67,8607,408
MKT-003344,2025-01-06,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,206.83,7335,225
MKT-003345,2025-01-06,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,140.52,8372,167
MKT-003346,2025-01-06,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,257.97,35858,2017
MKT-003347,2025-01-06,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,496.71,5899,228
MKT-003348,2025-01-06,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,388.32,36044,668
MKT-003349,2025-01-07,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,450.57,44572,3012
MKT-003350,2025-01-07,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,1146.66,22512,803
MKT-003351,2025-01-07,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,849.26,103257,1332
MKT-003352,2025-01-07,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,85.80,5610,298
MKT-003353,2025-01-07,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,167.05,2034,89
MKT-003354,2025-01-07,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,166.07,13614,210
MKT-003355,2025-01-07,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,192.27,10024,587
MKT-003356,2025-01-07,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,448.58,6782,251
MKT-003357,2025-01-07,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,407.19,19554,421
MKT-003358,2025-01-08,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,532.90,38147,2362
MKT-003359,2025-01-08,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,961.38,12897,572
MKT-003360,2025-01-08,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,910.63,51860,1233
MKT-003361,2025-01-08,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,86.48,3539,243
MKT-003362,2025-01-08,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,191.98,4609,136
MKT-003363,2025-01-08,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,127.80,16330,214
MKT-003364,2025-01-08,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,205.55,11888,755
MKT-003365,2025-01-08,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,440.77,12863,278
MKT-003366,2025-01-08,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,343.02,26431,440
MKT-003367,2025-01-09,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,526.15,21196,1285
MKT-003368,2025-01-09,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,1128.63,28409,1041
MKT-003369,2025-01-09,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,758.54,76156,1364
MKT-003370,2025-01-09,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,78.08,2945,186
MKT-003371,2025-01-09,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,207.18,4284,131
MKT-003372,2025-01-09,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,154.85,9729,144
MKT-003373,2025-01-09,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,179.31,9208,647
MKT-003374,2025-01-09,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,394.05,11756,374
MKT-003375,2025-01-09,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,361.99,21297,396
MKT-003376,2025-01-10,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,431.71,25758,1598
MKT-003377,2025-01-10,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,1225.75,19846,545
MKT-003378,2025-01-10,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,909.27,108943,2058
MKT-003379,2025-01-10,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,79.87,5182,286
MKT-003380,2025-01-10,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,177.77,2864,100
MKT-003381,2025-01-10,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,164.45,9658,219
MKT-003382,2025-01-10,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,190.52,43898,1947
MKT-003383,2025-01-10,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,576.66,15390,458
MKT-003384,2025-01-10,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,316.69,21287,405
MKT-003385,2025-01-11,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,562.83,42282,2427
MKT-003386,2025-01-11,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,1229.17,14808,614
MKT-003387,2025-01-11,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,861.54,43147,1164
MKT-003388,2025-01-11,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,82.08,3664,251
MKT-003389,2025-01-11,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,152.08,2631,88
MKT-003390,2025-01-11,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,166.78,8639,209
MKT-003391,2025-01-11,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,224.45,14361,715
MKT-003392,2025-01-11,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,412.61,10415,321
MKT-003393,2025-01-11,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,393.37,23177,584
MKT-003394,2025-01-12,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,471.19,31569,1456
MKT-003395,2025-01-12,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,1106.24,16105,683
MKT-003396,2025-01-12,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,760.35,45353,1231
MKT-003397,2025-01-12,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,60.67,7329,406
MKT-003398,2025-01-12,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,155.88,2101,94
MKT-003399,2025-01-12,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,112.73,9618,182
MKT-003400,2025-01-12,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,142.75,13687,560
MKT-003401,2025-01-12,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,348.79,5648,226
MKT-003402,2025-01-12,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,335.41,16329,356
MKT-003403,2025-01-13,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,499.42,35959,2422
MKT-003404,2025-01-13,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,1100.04,27867,898
MKT-003405,2025-01-13,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,878.50,38454,900
MKT-003406,2025-01-13,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,88.81,3260,207
MKT-003407,2025-01-13,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,183.60,4301,177
MKT-003408,2025-01-13,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,154.07,4821,118
MKT-003409,2025-01-13,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,199.25,27823,890
MKT-003410,2025-01-13,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,403.93,6677,187
MKT-003411,2025-01-13,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,330.08,23967,531
MKT-003412,2025-01-14,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,576.96,41250,2583
MKT-003413,2025-01-14,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,1238.68,28054,1081
MKT-003414,2025-01-14,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,690.26,52054,1176
MKT-003415,2025-01-14,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,88.32,9733,483
MKT-003416,2025-01-14,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,190.28,4183,102
MKT-003417,2025-01-14,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,138.03,6945,119
MKT-003418,2025-01-14,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,187.50,13129,606
MKT-003419,2025-01-14,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,503.26,8801,253
MKT-003420,2025-01-14,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,331.35,13587,309
MKT-003421,2025-01-15,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,579.37,121773,6285
MKT-003422,2025-01-15,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,1382.40,23443,971
MKT-003423,2025-01-15,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,1037.55,58450,1469
MKT-003424,2025-01-15,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,87.02,7268,375
MKT-003425,2025-01-15,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,216.85,9421,334
MKT-003426,2025-01-15,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,118.52,6306,113
MKT-003427,2025-01-15,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,270.54,15716,832
MKT-003428,2025-01-15,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,356.95,6119,194
MKT-003429,2025-01-15,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,422.71,18599,363
MKT-003430,2025-01-16,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,420.19,32438,1411
MKT-003431,2025-01-16,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,1451.05,36291,1098
MKT-003432,2025-01-16,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,839.59,58106,1119
MKT-003433,2025-01-16,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,86.26,4756,266
MKT-003434,2025-01-16,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,133.70,1861,62
MKT-003435,2025-01-16,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,140.21,8694,157
MKT-003436,2025-01-16,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,181.26,10602,587
MKT-003437,2025-01-16,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,445.67,11459,287
MKT-003438,2025-01-16,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,286.91,8854,218
MKT-003439,2025-01-17,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,515.30,35497,1600
MKT-003440,2025-01-17,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,1289.56,27032,1254
MKT-003441,2025-01-17,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,1100.61,41116,890
MKT-003442,2025-01-17,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,101.40,5647,315
MKT-003443,2025-01-17,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,148.71,4546,126
MKT-003444,2025-01-17,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,136.19,6982,162
MKT-003445,2025-01-17,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,202.70,19031,815
MKT-003446,2025-01-17,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,469.95,9556,260
MKT-003447,2025-01-17,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,354.40,23968,394
MKT-003448,2025-01-18,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,462.09,28433,1205
MKT-003449,2025-01-18,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,1273.17,40302,1736
MKT-003450,2025-01-18,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,848.83,47410,1079
MKT-003451,2025-01-18,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,85.82,9199,501
MKT-003452,2025-01-18,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,169.15,2420,96
MKT-003453,2025-01-18,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,146.60,8531,155
MKT-003454,2025-01-18,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,208.27,10824,650
MKT-003455,2025-01-18,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,398.93,13005,420
MKT-003456,2025-01-18,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,327.87,24955,496
MKT-003457,2025-01-19,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,497.97,42941,1988
MKT-003458,2025-01-19,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,1193.79,18249,767
MKT-003459,2025-01-19,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,861.05,90929,1459
MKT-003460,2025-01-19,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,65.28,3735,195
MKT-003461,2025-01-19,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,159.73,2404,78
MKT-003462,2025-01-19,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,124.69,5528,93
MKT-003463,2025-01-19,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,179.65,8040,525
MKT-003464,2025-01-19,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,437.25,6267,272
MKT-003465,2025-01-19,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,362.98,31623,636
MKT-003466,2025-01-20,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,564.15,50006,2427
MKT-003467,2025-01-20,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,1267.77,41324,1618
MKT-003468,2025-01-20,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,875.19,47705,834
MKT-003469,2025-01-20,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,69.44,4010,245
MKT-003470,2025-01-20,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,186.85,5629,210
MKT-003471,2025-01-20,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,148.92,10788,203
MKT-003472,2025-01-20,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,223.49,8353,548
MKT-003473,2025-01-20,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,567.17,17269,559
MKT-003474,2025-01-20,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,371.58,15964,413
MKT-003475,2025-01-21,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,602.56,31797,1889
MKT-003476,2025-01-21,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,1453.35,47282,1364
MKT-003477,2025-01-21,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,727.60,34192,608
MKT-003478,2025-01-21,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,100.81,7005,434
MKT-003479,2025-01-21,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,239.20,4922,202
